edge1,edge2,anisotropy,dx,diffcoef,ltransition,htransition
76.0,331.0,0.43871,0.81737,1.0,0.0,0.0
331.0,87.0,0.43871,0.81737,1.0,0.0,0.0
76.0,332.0,0.44853,0.58310,1.0,0.0,0.0
332.0,89.0,0.44853,0.58310,1.0,0.0,0.0
77.0,333.0,0.46310,0.59095,1.0,0.0,0.0
333.0,88.0,0.46310,0.59095,1.0,0.0,0.0
77.0,334.0,0.30815,0.73622,1.0,0.0,0.0
334.0,89.0,0.30815,0.73622,1.0,0.0,0.0
78.0,335.0,0.28462,0.51196,1.0,0.0,0.0
335.0,79.0,0.28462,0.51196,1.0,0.0,0.0
78.0,336.0,0.62500,0.70711,1.0,0.0,0.0
336.0,81.0,0.62500,0.70711,1.0,0.0,0.0
78.0,337.0,0.25000,0.51196,1.0,0.0,0.0
337.0,90.0,0.25000,0.51196,1.0,0.0,0.0
78.0,338.0,0.78690,0.59095,1.0,0.0,0.0
338.0,91.0,0.78690,0.59095,1.0,0.0,0.0
79.0,339.0,0.28462,0.51196,1.0,0.0,0.0
339.0,80.0,0.28462,0.51196,1.0,0.0,0.0
79.0,90.0,0.62500,0.31113,1.0,0.0,0.0
80.0,340.0,0.62500,0.70711,1.0,0.0,0.0
340.0,82.0,0.62500,0.70711,1.0,0.0,0.0
80.0,341.0,0.25000,0.51196,1.0,0.0,0.0
341.0,90.0,0.25000,0.51196,1.0,0.0,0.0
80.0,342.0,0.53065,0.81737,1.0,0.0,0.0
342.0,92.0,0.53065,0.81737,1.0,0.0,0.0
80.0,343.0,0.78690,0.59095,1.0,0.0,0.0
343.0,93.0,0.78690,0.59095,1.0,0.0,0.0
81.0,344.0,0.96538,0.51196,1.0,0.0,0.0
344.0,83.0,0.96538,0.51196,1.0,0.0,0.0
81.0,345.0,0.25000,0.59095,1.0,0.0,0.0
345.0,91.0,0.25000,0.59095,1.0,0.0,0.0
81.0,346.0,0.96538,0.51196,1.0,0.0,0.0
346.0,94.0,0.96538,0.51196,1.0,0.0,0.0
82.0,347.0,0.96538,0.51196,1.0,0.0,0.0
347.0,84.0,0.96538,0.51196,1.0,0.0,0.0
82.0,348.0,0.25000,0.59095,1.0,0.0,0.0
348.0,93.0,0.25000,0.59095,1.0,0.0,0.0
82.0,349.0,0.53065,0.81737,1.0,0.0,0.0
349.0,97.0,0.53065,0.81737,1.0,0.0,0.0
82.0,350.0,0.96538,0.51196,1.0,0.0,0.0
350.0,98.0,0.96538,0.51196,1.0,0.0,0.0
83.0,351.0,0.96538,0.51196,1.0,0.0,0.0
351.0,85.0,0.96538,0.51196,1.0,0.0,0.0
83.0,94.0,0.25000,0.31113,1.0,0.0,0.0
84.0,352.0,0.96538,0.51196,1.0,0.0,0.0
352.0,86.0,0.96538,0.51196,1.0,0.0,0.0
84.0,98.0,0.25000,0.31113,1.0,0.0,0.0
85.0,353.0,0.62500,0.70711,1.0,0.0,0.0
353.0,87.0,0.62500,0.70711,1.0,0.0,0.0
85.0,354.0,0.96538,0.51196,1.0,0.0,0.0
354.0,94.0,0.96538,0.51196,1.0,0.0,0.0
85.0,355.0,0.53065,0.81737,1.0,0.0,0.0
355.0,95.0,0.53065,0.81737,1.0,0.0,0.0
85.0,356.0,0.25000,0.59095,1.0,0.0,0.0
356.0,99.0,0.25000,0.59095,1.0,0.0,0.0
86.0,357.0,0.62500,0.70711,1.0,0.0,0.0
357.0,88.0,0.62500,0.70711,1.0,0.0,0.0
86.0,358.0,0.96538,0.51196,1.0,0.0,0.0
358.0,98.0,0.96538,0.51196,1.0,0.0,0.0
86.0,359.0,0.25000,0.59095,1.0,0.0,0.0
359.0,101.0,0.25000,0.59095,1.0,0.0,0.0
87.0,360.0,0.28462,0.51196,1.0,0.0,0.0
360.0,89.0,0.28462,0.51196,1.0,0.0,0.0
87.0,361.0,0.78690,0.59095,1.0,0.0,0.0
361.0,99.0,0.78690,0.59095,1.0,0.0,0.0
87.0,362.0,0.53065,0.81737,1.0,0.0,0.0
362.0,100.0,0.53065,0.81737,1.0,0.0,0.0
87.0,363.0,0.25000,0.51196,1.0,0.0,0.0
363.0,102.0,0.25000,0.51196,1.0,0.0,0.0
88.0,364.0,0.28462,0.51196,1.0,0.0,0.0
364.0,89.0,0.28462,0.51196,1.0,0.0,0.0
88.0,365.0,0.78690,0.59095,1.0,0.0,0.0
365.0,101.0,0.78690,0.59095,1.0,0.0,0.0
88.0,366.0,0.25000,0.51196,1.0,0.0,0.0
366.0,102.0,0.25000,0.51196,1.0,0.0,0.0
89.0,102.0,0.62500,0.31113,1.0,0.0,0.0
90.0,367.0,0.59593,0.73622,1.0,0.0,0.0
367.0,91.0,0.59593,0.73622,1.0,0.0,0.0
90.0,368.0,0.80147,0.58310,1.0,0.0,0.0
368.0,92.0,0.80147,0.58310,1.0,0.0,0.0
91.0,369.0,0.25000,0.50894,1.0,0.0,0.0
369.0,92.0,0.25000,0.50894,1.0,0.0,0.0
91.0,370.0,0.59593,0.73622,1.0,0.0,0.0
370.0,94.0,0.59593,0.73622,1.0,0.0,0.0
91.0,371.0,0.97387,0.50894,1.0,0.0,0.0
371.0,95.0,0.97387,0.50894,1.0,0.0,0.0
92.0,372.0,0.25000,0.50894,1.0,0.0,0.0
372.0,93.0,0.25000,0.50894,1.0,0.0,0.0
92.0,373.0,0.62500,0.70711,1.0,0.0,0.0
373.0,95.0,0.62500,0.70711,1.0,0.0,0.0
92.0,374.0,0.97646,0.50804,1.0,0.0,0.0
374.0,96.0,0.97646,0.50804,1.0,0.0,0.0
93.0,375.0,0.60098,0.73091,1.0,0.0,0.0
375.0,96.0,0.60098,0.73091,1.0,0.0,0.0
93.0,376.0,0.97387,0.50894,1.0,0.0,0.0
376.0,97.0,0.97387,0.50894,1.0,0.0,0.0
94.0,377.0,0.25000,0.58310,1.0,0.0,0.0
377.0,95.0,0.25000,0.58310,1.0,0.0,0.0
95.0,378.0,0.25000,0.50804,1.0,0.0,0.0
378.0,96.0,0.25000,0.50804,1.0,0.0,0.0
95.0,379.0,0.97387,0.50894,1.0,0.0,0.0
379.0,99.0,0.97387,0.50894,1.0,0.0,0.0
96.0,380.0,0.25000,0.50804,1.0,0.0,0.0
380.0,97.0,0.25000,0.50804,1.0,0.0,0.0
96.0,381.0,0.60098,0.73091,1.0,0.0,0.0
381.0,99.0,0.60098,0.73091,1.0,0.0,0.0
96.0,382.0,0.97646,0.50804,1.0,0.0,0.0
382.0,100.0,0.97646,0.50804,1.0,0.0,0.0
96.0,383.0,0.60098,0.73091,1.0,0.0,0.0
383.0,101.0,0.60098,0.73091,1.0,0.0,0.0
97.0,384.0,0.25000,0.58310,1.0,0.0,0.0
384.0,98.0,0.25000,0.58310,1.0,0.0,0.0
97.0,385.0,0.97387,0.50894,1.0,0.0,0.0
385.0,101.0,0.97387,0.50894,1.0,0.0,0.0
98.0,386.0,0.59593,0.73622,1.0,0.0,0.0
386.0,101.0,0.59593,0.73622,1.0,0.0,0.0
99.0,387.0,0.25000,0.50894,1.0,0.0,0.0
387.0,100.0,0.25000,0.50894,1.0,0.0,0.0
100.0,388.0,0.25000,0.50894,1.0,0.0,0.0
388.0,101.0,0.25000,0.50894,1.0,0.0,0.0
100.0,389.0,0.80147,0.58310,1.0,0.0,0.0
389.0,102.0,0.80147,0.58310,1.0,0.0,0.0
101.0,390.0,0.59593,0.73622,1.0,0.0,0.0
390.0,102.0,0.59593,0.73622,1.0,0.0,0.0
