edge1,edge2,anisotropy,dx,diffcoef,ltransition,htransition
5.0,125.0,0.46310,0.59095,1.0,0.0,0.0
125.0,29.0,0.46310,0.59095,1.0,0.0,0.0
5.0,126.0,0.25000,0.70711,1.0,0.0,0.0
126.0,30.0,0.25000,0.70711,1.0,0.0,0.0
6.0,127.0,0.25000,0.59095,1.0,0.0,0.0
127.0,7.0,0.25000,0.59095,1.0,0.0,0.0
6.0,128.0,0.96538,0.51196,1.0,0.0,0.0
128.0,11.0,0.96538,0.51196,1.0,0.0,0.0
6.0,129.0,0.96538,0.51196,1.0,0.0,0.0
129.0,12.0,0.96538,0.51196,1.0,0.0,0.0
6.0,130.0,0.62500,0.70711,1.0,0.0,0.0
130.0,26.0,0.62500,0.70711,1.0,0.0,0.0
6.0,131.0,0.25000,0.59095,1.0,0.0,0.0
131.0,31.0,0.25000,0.59095,1.0,0.0,0.0
6.0,132.0,0.53065,0.81737,1.0,0.0,0.0
132.0,33.0,0.53065,0.81737,1.0,0.0,0.0
7.0,133.0,0.25000,0.50894,1.0,0.0,0.0
133.0,8.0,0.25000,0.50894,1.0,0.0,0.0
7.0,134.0,0.59593,0.73622,1.0,0.0,0.0
134.0,11.0,0.59593,0.73622,1.0,0.0,0.0
7.0,135.0,0.97387,0.50894,1.0,0.0,0.0
135.0,13.0,0.97387,0.50894,1.0,0.0,0.0
8.0,136.0,0.25000,0.50894,1.0,0.0,0.0
136.0,9.0,0.25000,0.50894,1.0,0.0,0.0
9.0,137.0,0.25000,0.59095,1.0,0.0,0.0
137.0,10.0,0.25000,0.59095,1.0,0.0,0.0
9.0,138.0,0.97387,0.50894,1.0,0.0,0.0
138.0,14.0,0.97387,0.50894,1.0,0.0,0.0
10.0,139.0,0.53065,0.81737,1.0,0.0,0.0
139.0,14.0,0.53065,0.81737,1.0,0.0,0.0
10.0,140.0,0.96538,0.51196,1.0,0.0,0.0
140.0,15.0,0.96538,0.51196,1.0,0.0,0.0
10.0,141.0,0.96538,0.51196,1.0,0.0,0.0
141.0,16.0,0.96538,0.51196,1.0,0.0,0.0
10.0,142.0,0.62500,0.70711,1.0,0.0,0.0
142.0,30.0,0.62500,0.70711,1.0,0.0,0.0
10.0,143.0,0.25000,0.59095,1.0,0.0,0.0
143.0,32.0,0.25000,0.59095,1.0,0.0,0.0
10.0,144.0,0.53065,0.81737,1.0,0.0,0.0
144.0,34.0,0.53065,0.81737,1.0,0.0,0.0
11.0,12.0,0.25000,0.31113,1.0,0.0,0.0
11.0,145.0,0.25000,0.58310,1.0,0.0,0.0
145.0,13.0,0.25000,0.58310,1.0,0.0,0.0
11.0,146.0,0.96538,0.51196,1.0,0.0,0.0
146.0,17.0,0.96538,0.51196,1.0,0.0,0.0
12.0,147.0,0.96538,0.51196,1.0,0.0,0.0
147.0,17.0,0.96538,0.51196,1.0,0.0,0.0
12.0,148.0,0.25000,0.58310,1.0,0.0,0.0
148.0,33.0,0.25000,0.58310,1.0,0.0,0.0
12.0,149.0,0.59593,0.73622,1.0,0.0,0.0
149.0,35.0,0.59593,0.73622,1.0,0.0,0.0
13.0,150.0,0.53065,0.81737,1.0,0.0,0.0
150.0,17.0,0.53065,0.81737,1.0,0.0,0.0
13.0,151.0,0.97387,0.50894,1.0,0.0,0.0
151.0,18.0,0.97387,0.50894,1.0,0.0,0.0
13.0,152.0,0.62500,0.70711,1.0,0.0,0.0
152.0,19.0,0.62500,0.70711,1.0,0.0,0.0
14.0,153.0,0.25000,0.58310,1.0,0.0,0.0
153.0,15.0,0.25000,0.58310,1.0,0.0,0.0
14.0,154.0,0.62500,0.70711,1.0,0.0,0.0
154.0,19.0,0.62500,0.70711,1.0,0.0,0.0
14.0,155.0,0.97387,0.50894,1.0,0.0,0.0
155.0,20.0,0.97387,0.50894,1.0,0.0,0.0
15.0,16.0,0.25000,0.31113,1.0,0.0,0.0
15.0,156.0,0.59593,0.73622,1.0,0.0,0.0
156.0,20.0,0.59593,0.73622,1.0,0.0,0.0
15.0,157.0,0.96538,0.51196,1.0,0.0,0.0
157.0,21.0,0.96538,0.51196,1.0,0.0,0.0
16.0,158.0,0.96538,0.51196,1.0,0.0,0.0
158.0,21.0,0.96538,0.51196,1.0,0.0,0.0
16.0,159.0,0.25000,0.58310,1.0,0.0,0.0
159.0,34.0,0.25000,0.58310,1.0,0.0,0.0
16.0,160.0,0.59593,0.73622,1.0,0.0,0.0
160.0,36.0,0.59593,0.73622,1.0,0.0,0.0
17.0,161.0,0.25000,0.59095,1.0,0.0,0.0
161.0,18.0,0.25000,0.59095,1.0,0.0,0.0
17.0,162.0,0.62500,0.70711,1.0,0.0,0.0
162.0,22.0,0.62500,0.70711,1.0,0.0,0.0
17.0,163.0,0.25000,0.59095,1.0,0.0,0.0
163.0,35.0,0.25000,0.59095,1.0,0.0,0.0
17.0,164.0,0.62500,0.70711,1.0,0.0,0.0
164.0,37.0,0.62500,0.70711,1.0,0.0,0.0
18.0,165.0,0.25000,0.50894,1.0,0.0,0.0
165.0,19.0,0.25000,0.50894,1.0,0.0,0.0
18.0,166.0,0.78690,0.59095,1.0,0.0,0.0
166.0,22.0,0.78690,0.59095,1.0,0.0,0.0
19.0,167.0,0.25000,0.50894,1.0,0.0,0.0
167.0,20.0,0.25000,0.50894,1.0,0.0,0.0
19.0,168.0,0.53065,0.81737,1.0,0.0,0.0
168.0,22.0,0.53065,0.81737,1.0,0.0,0.0
19.0,169.0,0.80147,0.58310,1.0,0.0,0.0
169.0,23.0,0.80147,0.58310,1.0,0.0,0.0
20.0,170.0,0.25000,0.59095,1.0,0.0,0.0
170.0,21.0,0.25000,0.59095,1.0,0.0,0.0
20.0,171.0,0.59593,0.73622,1.0,0.0,0.0
171.0,23.0,0.59593,0.73622,1.0,0.0,0.0
20.0,172.0,0.78690,0.59095,1.0,0.0,0.0
172.0,24.0,0.78690,0.59095,1.0,0.0,0.0
21.0,173.0,0.62500,0.70711,1.0,0.0,0.0
173.0,24.0,0.62500,0.70711,1.0,0.0,0.0
21.0,174.0,0.25000,0.59095,1.0,0.0,0.0
174.0,36.0,0.25000,0.59095,1.0,0.0,0.0
21.0,175.0,0.62500,0.70711,1.0,0.0,0.0
175.0,38.0,0.62500,0.70711,1.0,0.0,0.0
22.0,176.0,0.25000,0.51196,1.0,0.0,0.0
176.0,23.0,0.25000,0.51196,1.0,0.0,0.0
22.0,177.0,0.28462,0.51196,1.0,0.0,0.0
177.0,25.0,0.28462,0.51196,1.0,0.0,0.0
22.0,178.0,0.25000,0.70711,1.0,0.0,0.0
178.0,37.0,0.25000,0.70711,1.0,0.0,0.0
22.0,179.0,0.46310,0.59095,1.0,0.0,0.0
179.0,39.0,0.46310,0.59095,1.0,0.0,0.0
23.0,180.0,0.25000,0.51196,1.0,0.0,0.0
180.0,24.0,0.25000,0.51196,1.0,0.0,0.0
23.0,25.0,0.62500,0.31113,1.0,0.0,0.0
24.0,181.0,0.28462,0.51196,1.0,0.0,0.0
181.0,25.0,0.28462,0.51196,1.0,0.0,0.0
24.0,182.0,0.25000,0.70711,1.0,0.0,0.0
182.0,38.0,0.25000,0.70711,1.0,0.0,0.0
24.0,183.0,0.43871,0.81737,1.0,0.0,0.0
183.0,40.0,0.43871,0.81737,1.0,0.0,0.0
24.0,184.0,0.46310,0.59095,1.0,0.0,0.0
184.0,41.0,0.46310,0.59095,1.0,0.0,0.0
25.0,185.0,0.30815,0.73622,1.0,0.0,0.0
185.0,39.0,0.30815,0.73622,1.0,0.0,0.0
25.0,186.0,0.44853,0.58310,1.0,0.0,0.0
186.0,40.0,0.44853,0.58310,1.0,0.0,0.0
26.0,187.0,0.46310,0.59095,1.0,0.0,0.0
187.0,27.0,0.46310,0.59095,1.0,0.0,0.0
26.0,188.0,0.78690,0.59095,1.0,0.0,0.0
188.0,31.0,0.78690,0.59095,1.0,0.0,0.0
26.0,189.0,0.25000,0.51196,1.0,0.0,0.0
189.0,43.0,0.25000,0.51196,1.0,0.0,0.0
26.0,190.0,0.28462,0.51196,1.0,0.0,0.0
190.0,44.0,0.28462,0.51196,1.0,0.0,0.0
26.0,191.0,0.53065,0.81737,1.0,0.0,0.0
191.0,49.0,0.53065,0.81737,1.0,0.0,0.0
27.0,192.0,0.27613,0.50894,1.0,0.0,0.0
192.0,28.0,0.27613,0.50894,1.0,0.0,0.0
27.0,193.0,0.30815,0.73622,1.0,0.0,0.0
193.0,44.0,0.30815,0.73622,1.0,0.0,0.0
27.0,194.0,0.27613,0.50894,1.0,0.0,0.0
194.0,45.0,0.27613,0.50894,1.0,0.0,0.0
28.0,195.0,0.27613,0.50894,1.0,0.0,0.0
195.0,29.0,0.27613,0.50894,1.0,0.0,0.0
28.0,196.0,0.27354,0.50804,1.0,0.0,0.0
196.0,42.0,0.27354,0.50804,1.0,0.0,0.0
28.0,197.0,0.25000,0.70711,1.0,0.0,0.0
197.0,45.0,0.25000,0.70711,1.0,0.0,0.0
29.0,198.0,0.46310,0.59095,1.0,0.0,0.0
198.0,30.0,0.46310,0.59095,1.0,0.0,0.0
29.0,199.0,0.29805,0.73091,1.0,0.0,0.0
199.0,42.0,0.29805,0.73091,1.0,0.0,0.0
29.0,200.0,0.27613,0.50894,1.0,0.0,0.0
200.0,46.0,0.27613,0.50894,1.0,0.0,0.0
30.0,201.0,0.78690,0.59095,1.0,0.0,0.0
201.0,32.0,0.78690,0.59095,1.0,0.0,0.0
30.0,202.0,0.43871,0.81737,1.0,0.0,0.0
202.0,46.0,0.43871,0.81737,1.0,0.0,0.0
30.0,203.0,0.28462,0.51196,1.0,0.0,0.0
203.0,47.0,0.28462,0.51196,1.0,0.0,0.0
30.0,204.0,0.25000,0.51196,1.0,0.0,0.0
204.0,48.0,0.25000,0.51196,1.0,0.0,0.0
30.0,205.0,0.53065,0.81737,1.0,0.0,0.0
205.0,50.0,0.53065,0.81737,1.0,0.0,0.0
31.0,206.0,0.97387,0.50894,1.0,0.0,0.0
206.0,33.0,0.97387,0.50894,1.0,0.0,0.0
31.0,207.0,0.25000,0.50894,1.0,0.0,0.0
207.0,49.0,0.25000,0.50894,1.0,0.0,0.0
31.0,208.0,0.60098,0.73091,1.0,0.0,0.0
208.0,51.0,0.60098,0.73091,1.0,0.0,0.0
32.0,209.0,0.97387,0.50894,1.0,0.0,0.0
209.0,34.0,0.97387,0.50894,1.0,0.0,0.0
32.0,210.0,0.25000,0.50894,1.0,0.0,0.0
210.0,50.0,0.25000,0.50894,1.0,0.0,0.0
32.0,211.0,0.60098,0.73091,1.0,0.0,0.0
211.0,52.0,0.60098,0.73091,1.0,0.0,0.0
33.0,212.0,0.97387,0.50894,1.0,0.0,0.0
212.0,35.0,0.97387,0.50894,1.0,0.0,0.0
33.0,213.0,0.25000,0.50804,1.0,0.0,0.0
213.0,51.0,0.25000,0.50804,1.0,0.0,0.0
33.0,214.0,0.62500,0.70711,1.0,0.0,0.0
214.0,53.0,0.62500,0.70711,1.0,0.0,0.0
34.0,215.0,0.97387,0.50894,1.0,0.0,0.0
215.0,36.0,0.97387,0.50894,1.0,0.0,0.0
34.0,216.0,0.25000,0.50804,1.0,0.0,0.0
216.0,52.0,0.25000,0.50804,1.0,0.0,0.0
34.0,217.0,0.62500,0.70711,1.0,0.0,0.0
217.0,54.0,0.62500,0.70711,1.0,0.0,0.0
35.0,218.0,0.78690,0.59095,1.0,0.0,0.0
218.0,37.0,0.78690,0.59095,1.0,0.0,0.0
35.0,219.0,0.25000,0.50894,1.0,0.0,0.0
219.0,53.0,0.25000,0.50894,1.0,0.0,0.0
35.0,220.0,0.59593,0.73622,1.0,0.0,0.0
220.0,55.0,0.59593,0.73622,1.0,0.0,0.0
36.0,221.0,0.78690,0.59095,1.0,0.0,0.0
221.0,38.0,0.78690,0.59095,1.0,0.0,0.0
36.0,222.0,0.25000,0.50894,1.0,0.0,0.0
222.0,54.0,0.25000,0.50894,1.0,0.0,0.0
36.0,223.0,0.59593,0.73622,1.0,0.0,0.0
223.0,56.0,0.59593,0.73622,1.0,0.0,0.0
37.0,224.0,0.46310,0.59095,1.0,0.0,0.0
224.0,39.0,0.46310,0.59095,1.0,0.0,0.0
37.0,225.0,0.25000,0.51196,1.0,0.0,0.0
225.0,55.0,0.25000,0.51196,1.0,0.0,0.0
37.0,226.0,0.28462,0.51196,1.0,0.0,0.0
226.0,57.0,0.28462,0.51196,1.0,0.0,0.0
38.0,227.0,0.46310,0.59095,1.0,0.0,0.0
227.0,41.0,0.46310,0.59095,1.0,0.0,0.0
38.0,228.0,0.25000,0.51196,1.0,0.0,0.0
228.0,56.0,0.25000,0.51196,1.0,0.0,0.0
38.0,229.0,0.43871,0.81737,1.0,0.0,0.0
229.0,60.0,0.43871,0.81737,1.0,0.0,0.0
38.0,230.0,0.28462,0.51196,1.0,0.0,0.0
230.0,61.0,0.28462,0.51196,1.0,0.0,0.0
39.0,231.0,0.27613,0.50894,1.0,0.0,0.0
231.0,40.0,0.27613,0.50894,1.0,0.0,0.0
39.0,232.0,0.30815,0.73622,1.0,0.0,0.0
232.0,57.0,0.30815,0.73622,1.0,0.0,0.0
39.0,233.0,0.27613,0.50894,1.0,0.0,0.0
233.0,58.0,0.27613,0.50894,1.0,0.0,0.0
40.0,234.0,0.27613,0.50894,1.0,0.0,0.0
234.0,41.0,0.27613,0.50894,1.0,0.0,0.0
40.0,235.0,0.25000,0.70711,1.0,0.0,0.0
235.0,58.0,0.25000,0.70711,1.0,0.0,0.0
40.0,236.0,0.27354,0.50804,1.0,0.0,0.0
236.0,59.0,0.27354,0.50804,1.0,0.0,0.0
41.0,237.0,0.29805,0.73091,1.0,0.0,0.0
237.0,59.0,0.29805,0.73091,1.0,0.0,0.0
41.0,238.0,0.27613,0.50894,1.0,0.0,0.0
238.0,60.0,0.27613,0.50894,1.0,0.0,0.0
42.0,239.0,0.27354,0.50804,1.0,0.0,0.0
239.0,45.0,0.27354,0.50804,1.0,0.0,0.0
42.0,240.0,0.27354,0.50804,1.0,0.0,0.0
240.0,46.0,0.27354,0.50804,1.0,0.0,0.0
42.0,241.0,0.29805,0.73091,1.0,0.0,0.0
241.0,63.0,0.29805,0.73091,1.0,0.0,0.0
42.0,242.0,0.27354,0.50804,1.0,0.0,0.0
242.0,64.0,0.27354,0.50804,1.0,0.0,0.0
43.0,44.0,0.62500,0.31113,1.0,0.0,0.0
43.0,243.0,0.80147,0.58310,1.0,0.0,0.0
243.0,49.0,0.80147,0.58310,1.0,0.0,0.0
43.0,244.0,0.25000,0.51196,1.0,0.0,0.0
244.0,62.0,0.25000,0.51196,1.0,0.0,0.0
43.0,245.0,0.59593,0.73622,1.0,0.0,0.0
245.0,67.0,0.59593,0.73622,1.0,0.0,0.0
44.0,246.0,0.44853,0.58310,1.0,0.0,0.0
246.0,45.0,0.44853,0.58310,1.0,0.0,0.0
44.0,247.0,0.28462,0.51196,1.0,0.0,0.0
247.0,62.0,0.28462,0.51196,1.0,0.0,0.0
45.0,248.0,0.43871,0.81737,1.0,0.0,0.0
248.0,62.0,0.43871,0.81737,1.0,0.0,0.0
45.0,249.0,0.27613,0.50894,1.0,0.0,0.0
249.0,63.0,0.27613,0.50894,1.0,0.0,0.0
46.0,250.0,0.44853,0.58310,1.0,0.0,0.0
250.0,47.0,0.44853,0.58310,1.0,0.0,0.0
46.0,251.0,0.25000,0.70711,1.0,0.0,0.0
251.0,64.0,0.25000,0.70711,1.0,0.0,0.0
46.0,252.0,0.27613,0.50894,1.0,0.0,0.0
252.0,65.0,0.27613,0.50894,1.0,0.0,0.0
47.0,48.0,0.62500,0.31113,1.0,0.0,0.0
47.0,253.0,0.30815,0.73622,1.0,0.0,0.0
253.0,65.0,0.30815,0.73622,1.0,0.0,0.0
47.0,254.0,0.28462,0.51196,1.0,0.0,0.0
254.0,66.0,0.28462,0.51196,1.0,0.0,0.0
48.0,255.0,0.80147,0.58310,1.0,0.0,0.0
255.0,50.0,0.80147,0.58310,1.0,0.0,0.0
48.0,256.0,0.25000,0.51196,1.0,0.0,0.0
256.0,66.0,0.25000,0.51196,1.0,0.0,0.0
48.0,257.0,0.59593,0.73622,1.0,0.0,0.0
257.0,68.0,0.59593,0.73622,1.0,0.0,0.0
49.0,258.0,0.97646,0.50804,1.0,0.0,0.0
258.0,51.0,0.97646,0.50804,1.0,0.0,0.0
49.0,259.0,0.25000,0.50894,1.0,0.0,0.0
259.0,67.0,0.25000,0.50894,1.0,0.0,0.0
49.0,260.0,0.62500,0.70711,1.0,0.0,0.0
260.0,69.0,0.62500,0.70711,1.0,0.0,0.0
50.0,261.0,0.97646,0.50804,1.0,0.0,0.0
261.0,52.0,0.97646,0.50804,1.0,0.0,0.0
50.0,262.0,0.25000,0.50894,1.0,0.0,0.0
262.0,68.0,0.25000,0.50894,1.0,0.0,0.0
51.0,263.0,0.97646,0.50804,1.0,0.0,0.0
263.0,53.0,0.97646,0.50804,1.0,0.0,0.0
51.0,264.0,0.25000,0.50804,1.0,0.0,0.0
264.0,69.0,0.25000,0.50804,1.0,0.0,0.0
51.0,265.0,0.60098,0.73091,1.0,0.0,0.0
265.0,71.0,0.60098,0.73091,1.0,0.0,0.0
52.0,266.0,0.97646,0.50804,1.0,0.0,0.0
266.0,54.0,0.97646,0.50804,1.0,0.0,0.0
52.0,267.0,0.60098,0.73091,1.0,0.0,0.0
267.0,68.0,0.60098,0.73091,1.0,0.0,0.0
52.0,268.0,0.25000,0.50804,1.0,0.0,0.0
268.0,70.0,0.25000,0.50804,1.0,0.0,0.0
52.0,269.0,0.60098,0.73091,1.0,0.0,0.0
269.0,72.0,0.60098,0.73091,1.0,0.0,0.0
53.0,270.0,0.80147,0.58310,1.0,0.0,0.0
270.0,55.0,0.80147,0.58310,1.0,0.0,0.0
53.0,271.0,0.25000,0.50894,1.0,0.0,0.0
271.0,71.0,0.25000,0.50894,1.0,0.0,0.0
53.0,272.0,0.53065,0.81737,1.0,0.0,0.0
272.0,73.0,0.53065,0.81737,1.0,0.0,0.0
54.0,273.0,0.80147,0.58310,1.0,0.0,0.0
273.0,56.0,0.80147,0.58310,1.0,0.0,0.0
54.0,274.0,0.25000,0.50894,1.0,0.0,0.0
274.0,72.0,0.25000,0.50894,1.0,0.0,0.0
54.0,275.0,0.53065,0.81737,1.0,0.0,0.0
275.0,74.0,0.53065,0.81737,1.0,0.0,0.0
55.0,57.0,0.62500,0.31113,1.0,0.0,0.0
55.0,276.0,0.25000,0.51196,1.0,0.0,0.0
276.0,73.0,0.25000,0.51196,1.0,0.0,0.0
56.0,61.0,0.62500,0.31113,1.0,0.0,0.0
56.0,277.0,0.25000,0.51196,1.0,0.0,0.0
277.0,74.0,0.25000,0.51196,1.0,0.0,0.0
57.0,278.0,0.44853,0.58310,1.0,0.0,0.0
278.0,58.0,0.44853,0.58310,1.0,0.0,0.0
57.0,279.0,0.28462,0.51196,1.0,0.0,0.0
279.0,73.0,0.28462,0.51196,1.0,0.0,0.0
58.0,280.0,0.27354,0.50804,1.0,0.0,0.0
280.0,59.0,0.27354,0.50804,1.0,0.0,0.0
58.0,281.0,0.43871,0.81737,1.0,0.0,0.0
281.0,73.0,0.43871,0.81737,1.0,0.0,0.0
58.0,282.0,0.27613,0.50894,1.0,0.0,0.0
282.0,75.0,0.27613,0.50894,1.0,0.0,0.0
59.0,283.0,0.27354,0.50804,1.0,0.0,0.0
283.0,60.0,0.27354,0.50804,1.0,0.0,0.0
59.0,284.0,0.29805,0.73091,1.0,0.0,0.0
284.0,75.0,0.29805,0.73091,1.0,0.0,0.0
59.0,285.0,0.27354,0.50804,1.0,0.0,0.0
285.0,76.0,0.27354,0.50804,1.0,0.0,0.0
59.0,286.0,0.29805,0.73091,1.0,0.0,0.0
286.0,77.0,0.29805,0.73091,1.0,0.0,0.0
60.0,287.0,0.44853,0.58310,1.0,0.0,0.0
287.0,61.0,0.44853,0.58310,1.0,0.0,0.0
60.0,288.0,0.27613,0.50894,1.0,0.0,0.0
288.0,77.0,0.27613,0.50894,1.0,0.0,0.0
61.0,289.0,0.28462,0.51196,1.0,0.0,0.0
289.0,74.0,0.28462,0.51196,1.0,0.0,0.0
61.0,290.0,0.30815,0.73622,1.0,0.0,0.0
290.0,77.0,0.30815,0.73622,1.0,0.0,0.0
62.0,291.0,0.46310,0.59095,1.0,0.0,0.0
291.0,63.0,0.46310,0.59095,1.0,0.0,0.0
62.0,292.0,0.78690,0.59095,1.0,0.0,0.0
292.0,67.0,0.78690,0.59095,1.0,0.0,0.0
62.0,293.0,0.25000,0.70711,1.0,0.0,0.0
293.0,78.0,0.25000,0.70711,1.0,0.0,0.0
62.0,294.0,0.62500,0.70711,1.0,0.0,0.0
294.0,81.0,0.62500,0.70711,1.0,0.0,0.0
63.0,295.0,0.27613,0.50894,1.0,0.0,0.0
295.0,64.0,0.27613,0.50894,1.0,0.0,0.0
63.0,296.0,0.46310,0.59095,1.0,0.0,0.0
296.0,78.0,0.46310,0.59095,1.0,0.0,0.0
64.0,297.0,0.27613,0.50894,1.0,0.0,0.0
297.0,65.0,0.27613,0.50894,1.0,0.0,0.0
64.0,298.0,0.43871,0.81737,1.0,0.0,0.0
298.0,78.0,0.43871,0.81737,1.0,0.0,0.0
64.0,299.0,0.44853,0.58310,1.0,0.0,0.0
299.0,79.0,0.44853,0.58310,1.0,0.0,0.0
65.0,300.0,0.46310,0.59095,1.0,0.0,0.0
300.0,66.0,0.46310,0.59095,1.0,0.0,0.0
65.0,301.0,0.30815,0.73622,1.0,0.0,0.0
301.0,79.0,0.30815,0.73622,1.0,0.0,0.0
65.0,302.0,0.46310,0.59095,1.0,0.0,0.0
302.0,80.0,0.46310,0.59095,1.0,0.0,0.0
66.0,303.0,0.78690,0.59095,1.0,0.0,0.0
303.0,68.0,0.78690,0.59095,1.0,0.0,0.0
66.0,304.0,0.25000,0.70711,1.0,0.0,0.0
304.0,80.0,0.25000,0.70711,1.0,0.0,0.0
66.0,305.0,0.62500,0.70711,1.0,0.0,0.0
305.0,82.0,0.62500,0.70711,1.0,0.0,0.0
67.0,306.0,0.97387,0.50894,1.0,0.0,0.0
306.0,69.0,0.97387,0.50894,1.0,0.0,0.0
67.0,307.0,0.25000,0.59095,1.0,0.0,0.0
307.0,81.0,0.25000,0.59095,1.0,0.0,0.0
67.0,308.0,0.59593,0.73622,1.0,0.0,0.0
308.0,83.0,0.59593,0.73622,1.0,0.0,0.0
68.0,309.0,0.97387,0.50894,1.0,0.0,0.0
309.0,70.0,0.97387,0.50894,1.0,0.0,0.0
68.0,310.0,0.25000,0.59095,1.0,0.0,0.0
310.0,82.0,0.25000,0.59095,1.0,0.0,0.0
68.0,311.0,0.59593,0.73622,1.0,0.0,0.0
311.0,84.0,0.59593,0.73622,1.0,0.0,0.0
69.0,312.0,0.97387,0.50894,1.0,0.0,0.0
312.0,71.0,0.97387,0.50894,1.0,0.0,0.0
69.0,313.0,0.25000,0.58310,1.0,0.0,0.0
313.0,83.0,0.25000,0.58310,1.0,0.0,0.0
69.0,314.0,0.53065,0.81737,1.0,0.0,0.0
314.0,85.0,0.53065,0.81737,1.0,0.0,0.0
70.0,315.0,0.97387,0.50894,1.0,0.0,0.0
315.0,72.0,0.97387,0.50894,1.0,0.0,0.0
70.0,316.0,0.25000,0.58310,1.0,0.0,0.0
316.0,84.0,0.25000,0.58310,1.0,0.0,0.0
70.0,317.0,0.53065,0.81737,1.0,0.0,0.0
317.0,86.0,0.53065,0.81737,1.0,0.0,0.0
71.0,318.0,0.78690,0.59095,1.0,0.0,0.0
318.0,73.0,0.78690,0.59095,1.0,0.0,0.0
71.0,319.0,0.25000,0.59095,1.0,0.0,0.0
319.0,85.0,0.25000,0.59095,1.0,0.0,0.0
72.0,320.0,0.78690,0.59095,1.0,0.0,0.0
320.0,74.0,0.78690,0.59095,1.0,0.0,0.0
72.0,321.0,0.25000,0.59095,1.0,0.0,0.0
321.0,86.0,0.25000,0.59095,1.0,0.0,0.0
73.0,322.0,0.46310,0.59095,1.0,0.0,0.0
322.0,75.0,0.46310,0.59095,1.0,0.0,0.0
73.0,323.0,0.62500,0.70711,1.0,0.0,0.0
323.0,85.0,0.62500,0.70711,1.0,0.0,0.0
73.0,324.0,0.25000,0.70711,1.0,0.0,0.0
324.0,87.0,0.25000,0.70711,1.0,0.0,0.0
74.0,325.0,0.46310,0.59095,1.0,0.0,0.0
325.0,77.0,0.46310,0.59095,1.0,0.0,0.0
74.0,326.0,0.62500,0.70711,1.0,0.0,0.0
326.0,86.0,0.62500,0.70711,1.0,0.0,0.0
74.0,327.0,0.25000,0.70711,1.0,0.0,0.0
327.0,88.0,0.25000,0.70711,1.0,0.0,0.0
75.0,328.0,0.27613,0.50894,1.0,0.0,0.0
328.0,76.0,0.27613,0.50894,1.0,0.0,0.0
75.0,329.0,0.46310,0.59095,1.0,0.0,0.0
329.0,87.0,0.46310,0.59095,1.0,0.0,0.0
76.0,330.0,0.27613,0.50894,1.0,0.0,0.0
330.0,77.0,0.27613,0.50894,1.0,0.0,0.0
