vertices,celtype,loc_x,loc_y,loc_z,state,tcounter,Temp
3187.0, 1.0, 70.3, 199.6, 150.7, 5.0, 1.0, 0.62723
3188.0, 1.0, 207.2, 185.1, 118.2, 5.0, 1.0, 0.88453
3189.0, 1.0, 225.4, 158.8, 91.6, 5.0, 1.0, 0.86366
3190.0, 1.0, 165.1, 214.1, 112.7, 5.0, 1.0, 0.86703
3191.0, 1.0, 152.0, 167.2, 213.0, 5.0, 1.0, 0.86137
3192.0, 1.0, 144.0, 170.4, 212.7, 5.0, 1.0, 0.84601
3193.0, 1.0, 161.8, 196.4, 164.3, 5.0, 1.0, 0.87000
3194.0, 1.0, 164.2, 218.0, 90.9, 5.0, 1.0, 0.84200
3195.0, 1.0, 166.7, 216.5, 98.1, 5.0, 1.0, 0.84644
3196.0, 1.0, 158.5, 218.9, 97.6, 5.0, 1.0, 0.82325
3197.0, 1.0, 222.4, 167.0, 73.9, 5.0, 1.0, 0.85658
3198.0, 1.0, 220.0, 170.9, 67.2, 5.0, 1.0, 0.85762
3199.0, 1.0, 222.2, 163.3, 66.4, 5.0, 1.0, 0.85123
3200.0, 1.0, 33.2, 162.4, 165.6, 5.0, 1.0, 0.62998
3201.0, 1.0, 191.9, 207.4, 62.0, 5.0, 1.0, 0.83674
3202.0, 1.0, 132.6, 205.2, 157.3, 5.0, 1.0, 0.82376
3203.0, 1.0, 219.1, 174.6, 74.0, 5.0, 1.0, 0.85420
3204.0, 1.0, 225.0, 160.1, 84.5, 5.0, 1.0, 0.84290
3205.0, 1.0, 214.3, 182.0, 94.4, 5.0, 1.0, 0.86944
3206.0, 1.0, 214.8, 171.5, 125.3, 5.0, 1.0, 0.88731
3207.0, 1.0, 194.6, 167.5, 173.5, 5.0, 1.0, 0.89974
3208.0, 1.0, 181.5, 213.1, 74.4, 5.0, 1.0, 0.83560
3209.0, 1.0, 120.7, 221.0, 102.3, 5.0, 1.0, 0.77729
3210.0, 1.0, 192.9, 205.2, 79.5, 5.0, 1.0, 0.84659
3211.0, 1.0, 195.8, 203.5, 74.1, 5.0, 1.0, 0.83890
3212.0, 1.0, 222.3, 129.7, 60.8, 5.0, 1.0, 0.85383
3213.0, 1.0, 221.5, 127.3, 59.7, 5.0, 1.0, 0.84920
3214.0, 1.0, 202.9, 196.4, 80.6, 5.0, 1.0, 0.84523
3215.0, 1.0, 221.0, 171.5, 78.9, 5.0, 1.0, 0.86573
3216.0, 1.0, 86.7, 150.6, 222.6, 5.0, 1.0, 0.82286
3217.0, 1.0, 171.1, 215.6, 92.6, 5.0, 1.0, 0.83833
3218.0, 1.0, 211.6, 174.4, 130.0, 5.0, 1.0, 0.88928
3219.0, 1.0, 208.2, 179.7, 128.8, 5.0, 1.0, 0.88773
3220.0, 1.0, 208.2, 177.1, 134.7, 5.0, 1.0, 0.89915
3221.0, 1.0, 227.0, 143.0, 84.7, 5.0, 1.0, 0.83171
3222.0, 1.0, 69.7, 139.0, 218.9, 5.0, 1.0, 0.76740
3223.0, 1.0, 72.1, 133.1, 223.6, 5.0, 1.0, 0.76558
3224.0, 1.0, 197.9, 201.0, 80.0, 5.0, 1.0, 0.83581
3225.0, 1.0, 215.2, 164.6, 47.3, 5.0, 1.0, 0.81927
3226.0, 1.0, 187.8, 208.6, 79.2, 5.0, 1.0, 0.83547
3227.0, 1.0, 173.8, 213.5, 98.7, 5.0, 1.0, 0.85024
3228.0, 1.0, 182.9, 209.7, 93.8, 5.0, 1.0, 0.84835
3229.0, 1.0, 198.5, 201.8, 68.9, 5.0, 1.0, 0.84101
3230.0, 1.0, 66.8, 131.9, 219.7, 5.0, 1.0, 0.69327
3231.0, 1.0, 142.1, 202.2, 162.4, 5.0, 1.0, 0.83786
3232.0, 1.0, 217.8, 168.7, 120.5, 5.0, 1.0, 0.88286
3233.0, 1.0, 219.9, 163.0, 121.2, 5.0, 1.0, 0.87431
3234.0, 1.0, 195.4, 180.9, 154.5, 5.0, 1.0, 0.90551
3235.0, 1.0, 189.7, 183.2, 159.5, 5.0, 1.0, 0.90369
3236.0, 1.0, 191.6, 186.0, 151.9, 5.0, 1.0, 0.90370
3237.0, 1.0, 226.0, 147.4, 109.2, 5.0, 1.0, 0.85489
3238.0, 1.0, 216.8, 178.2, 67.6, 5.0, 1.0, 0.84415
3239.0, 1.0, 59.2, 118.7, 215.5, 5.0, 1.0, 0.65292
3240.0, 1.0, 181.1, 204.5, 123.1, 5.0, 1.0, 0.88396
3241.0, 1.0, 211.9, 177.0, 124.1, 5.0, 1.0, 0.88084
3242.0, 1.0, 208.1, 182.2, 122.9, 5.0, 1.0, 0.88613
3243.0, 1.0, 189.5, 206.8, 84.5, 5.0, 1.0, 0.84387
3244.0, 1.0, 210.8, 188.2, 74.7, 5.0, 1.0, 0.83973
3245.0, 1.0, 212.9, 185.0, 68.0, 5.0, 1.0, 0.83955
3246.0, 1.0, 59.5, 125.0, 214.8, 5.0, 1.0, 0.64982
3247.0, 1.0, 217.3, 174.3, 60.5, 5.0, 1.0, 0.84814
3248.0, 1.0, 208.4, 190.9, 68.4, 5.0, 1.0, 0.84046
3249.0, 1.0, 207.8, 174.0, 140.3, 5.0, 1.0, 0.88978
3250.0, 1.0, 144.0, 222.0, 85.2, 5.0, 1.0, 0.80272
3251.0, 1.0, 219.9, 166.9, 60.1, 5.0, 1.0, 0.85073
3252.0, 1.0, 112.4, 154.5, 235.3, 5.0, 1.0, 0.84079
3253.0, 1.0, 107.3, 151.0, 237.3, 5.0, 1.0, 0.84784
3254.0, 1.0, 226.0, 140.8, 113.3, 5.0, 1.0, 0.85832
3255.0, 1.0, 214.4, 177.1, 54.4, 5.0, 1.0, 0.84334
3256.0, 1.0, 101.1, 147.2, 238.0, 5.0, 1.0, 0.85443
3257.0, 1.0, 94.9, 148.7, 232.6, 5.0, 1.0, 0.85021
3258.0, 1.0, 102.8, 151.9, 234.6, 5.0, 1.0, 0.84546
3259.0, 1.0, 151.3, 197.1, 168.7, 5.0, 1.0, 0.84832
3260.0, 1.0, 208.1, 191.2, 81.1, 5.0, 1.0, 0.85381
3261.0, 1.0, 217.0, 169.4, 53.5, 5.0, 1.0, 0.84504
3262.0, 1.0, 171.4, 217.6, 78.1, 5.0, 1.0, 0.82948
3263.0, 1.0, 148.9, 221.0, 95.8, 5.0, 1.0, 0.80426
3264.0, 1.0, 138.4, 221.9, 94.8, 5.0, 1.0, 0.79245
3265.0, 1.0, 161.4, 216.9, 104.9, 5.0, 1.0, 0.83590
3266.0, 1.0, 148.8, 222.8, 79.4, 5.0, 1.0, 0.80396
3267.0, 1.0, 155.9, 216.8, 112.3, 5.0, 1.0, 0.83745
3268.0, 1.0, 152.5, 219.0, 104.3, 5.0, 1.0, 0.81774
3269.0, 1.0, 113.9, 219.9, 111.1, 5.0, 1.0, 0.75650
3270.0, 1.0, 204.7, 193.7, 86.6, 5.0, 1.0, 0.84482
3271.0, 1.0, 177.6, 212.7, 92.8, 5.0, 1.0, 0.84148
3272.0, 1.0, 64.2, 138.0, 214.8, 5.0, 1.0, 0.68115
3273.0, 1.0, 204.4, 185.0, 127.5, 5.0, 1.0, 0.89174
3274.0, 1.0, 211.1, 183.9, 54.4, 5.0, 1.0, 0.84797
3275.0, 1.0, 223.0, 166.0, 81.4, 5.0, 1.0, 0.85411
3276.0, 1.0, 224.4, 161.0, 77.7, 5.0, 1.0, 0.85669
3277.0, 1.0, 204.6, 164.8, 159.0, 5.0, 1.0, 0.89714
3278.0, 1.0, 150.7, 221.0, 88.4, 5.0, 1.0, 0.82230
3279.0, 1.0, 225.0, 145.2, 66.9, 5.0, 1.0, 0.82833
3280.0, 1.0, 204.3, 176.4, 144.9, 5.0, 1.0, 0.89877
3281.0, 1.0, 227.0, 137.5, 86.6, 5.0, 1.0, 0.83615
3282.0, 1.0, 222.1, 159.7, 116.4, 5.0, 1.0, 0.88211
3283.0, 1.0, 223.9, 160.9, 71.5, 5.0, 1.0, 0.84086
3284.0, 1.0, 179.2, 208.8, 111.0, 5.0, 1.0, 0.86914
3285.0, 1.0, 121.9, 163.0, 226.3, 5.0, 1.0, 0.83039
3286.0, 1.0, 187.6, 206.6, 94.3, 5.0, 1.0, 0.85259
3287.0, 1.0, 226.0, 134.3, 111.3, 5.0, 1.0, 0.85717
3288.0, 1.0, 225.0, 138.5, 117.5, 5.0, 1.0, 0.85587
3289.0, 1.0, 209.6, 188.8, 87.2, 5.0, 1.0, 0.85439
3290.0, 1.0, 200.2, 178.5, 149.7, 5.0, 1.0, 0.90222
3291.0, 1.0, 208.3, 158.4, 157.1, 5.0, 1.0, 0.89289
3292.0, 1.0, 215.0, 174.3, 119.2, 5.0, 1.0, 0.88772
3293.0, 1.0, 27.0, 147.0, 168.1, 5.0, 1.0, 0.65209
3294.0, 1.0, 31.6, 153.6, 169.5, 5.0, 1.0, 0.62535
3295.0, 1.0, 165.9, 218.7, 83.6, 5.0, 1.0, 0.82196
3296.0, 1.0, 167.2, 219.0, 79.0, 5.0, 1.0, 0.81488
3297.0, 1.0, 186.2, 208.3, 89.1, 5.0, 1.0, 0.84534
3298.0, 1.0, 103.2, 219.9, 118.8, 5.0, 1.0, 0.74018
3299.0, 1.0, 179.8, 213.0, 82.7, 5.0, 1.0, 0.83802
3300.0, 1.0, 181.2, 211.4, 87.9, 5.0, 1.0, 0.84031
3301.0, 1.0, 218.4, 148.7, 48.1, 5.0, 1.0, 0.82218
3302.0, 1.0, 214.2, 181.2, 61.0, 5.0, 1.0, 0.85484
3303.0, 1.0, 203.4, 159.3, 166.5, 5.0, 1.0, 0.89481
3304.0, 1.0, 221.7, 132.1, 57.3, 5.0, 1.0, 0.83907
3305.0, 1.0, 226.9, 132.4, 88.7, 5.0, 1.0, 0.85109
3306.0, 1.0, 223.6, 145.8, 61.0, 5.0, 1.0, 0.83752
3307.0, 1.0, 210.9, 186.4, 92.5, 5.0, 1.0, 0.86109
3308.0, 1.0, 91.3, 150.3, 227.4, 5.0, 1.0, 0.83746
3309.0, 1.0, 89.6, 145.5, 230.5, 5.0, 1.0, 0.84101
3310.0, 1.0, 85.6, 145.6, 226.5, 5.0, 1.0, 0.82956
3311.0, 1.0, 184.6, 210.1, 83.7, 5.0, 1.0, 0.83926
3312.0, 1.0, 158.8, 192.2, 173.6, 5.0, 1.0, 0.86285
3313.0, 1.0, 73.4, 212.6, 134.8, 5.0, 1.0, 0.61478
3314.0, 1.0, 178.7, 214.1, 78.1, 5.0, 1.0, 0.83258
3315.0, 1.0, 183.2, 211.8, 78.9, 5.0, 1.0, 0.83291
3316.0, 1.0, 156.8, 220.0, 90.7, 5.0, 1.0, 0.82607
3317.0, 1.0, 219.2, 131.2, 51.6, 5.0, 1.0, 0.84088
3318.0, 1.0, 227.0, 133.5, 104.2, 5.0, 1.0, 0.86031
3319.0, 1.0, 161.1, 219.9, 86.4, 5.0, 1.0, 0.81751
3320.0, 1.0, 209.8, 154.9, 156.4, 5.0, 1.0, 0.88136
3321.0, 1.0, 225.0, 151.2, 112.5, 5.0, 1.0, 0.88280
3322.0, 1.0, 188.3, 178.9, 167.9, 5.0, 1.0, 0.90471
3323.0, 1.0, 224.0, 156.4, 111.8, 5.0, 1.0, 0.87711
3324.0, 1.0, 118.4, 157.1, 233.2, 5.0, 1.0, 0.83529
3325.0, 1.0, 28.5, 156.6, 164.4, 5.0, 1.0, 0.62483
3326.0, 1.0, 194.5, 177.3, 161.4, 5.0, 1.0, 0.90543
3327.0, 1.0, 77.1, 134.8, 226.4, 5.0, 1.0, 0.80207
3328.0, 1.0, 129.6, 221.0, 96.2, 5.0, 1.0, 0.74639
3329.0, 1.0, 117.3, 217.6, 116.6, 5.0, 1.0, 0.76453
3330.0, 1.0, 200.3, 160.6, 170.7, 5.0, 1.0, 0.89450
3331.0, 1.0, 221.0, 118.4, 68.5, 5.0, 1.0, 0.86579
3332.0, 1.0, 224.0, 121.0, 86.9, 5.0, 1.0, 0.85651
3333.0, 1.0, 94.9, 260.7, 46.4, 5.0, 1.0, 0.47299
3334.0, 1.0, 98.5, 258.0, 46.5, 5.0, 1.0, 0.43283
3335.0, 1.0, 99.6, 260.1, 49.9, 5.0, 1.0, 0.48977
3336.0, 1.0, 119.1, 223.1, 56.4, 5.0, 1.0, 0.64004
3337.0, 1.0, 120.0, 222.0, 52.3, 5.0, 1.0, 0.59689
3338.0, 1.0, 113.6, 242.9, 50.7, 5.0, 1.0, 0.38126
3339.0, 1.0, 115.1, 239.4, 50.6, 5.0, 1.0, 0.40206
3340.0, 1.0, 116.1, 241.0, 48.1, 5.0, 1.0, 0.40639
3341.0, 1.0, 120.3, 240.5, 44.2, 5.0, 1.0, 0.49378
3342.0, 1.0, 119.0, 237.0, 43.4, 5.0, 1.0, 0.49676
3343.0, 1.0, 120.5, 237.4, 41.4, 5.0, 1.0, 0.49768
3344.0, 1.0, 94.5, 221.7, 120.1, 5.0, 1.0, 0.66931
3345.0, 1.0, 98.2, 254.4, 50.9, 5.0, 1.0, 0.33281
3346.0, 1.0, 97.0, 250.5, 56.9, 5.0, 1.0, 0.35227
3347.0, 1.0, 102.3, 251.3, 52.5, 5.0, 1.0, 0.32602
3348.0, 1.0, 122.8, 226.9, 35.5, 5.0, 1.0, 0.44383
3349.0, 1.0, 16.3, 198.8, 52.2, 5.0, 1.0, 0.71063
3350.0, 1.0, 16.8, 196.4, 48.4, 5.0, 1.0, 0.74028
3351.0, 1.0, 17.0, 199.6, 47.7, 5.0, 1.0, 0.70810
3352.0, 1.0, 107.2, 250.3, 50.0, 5.0, 1.0, 0.29000
3353.0, 1.0, 105.5, 246.4, 56.5, 5.0, 1.0, 0.37097
3354.0, 1.0, 110.3, 243.7, 54.5, 5.0, 1.0, 0.38015
3355.0, 1.0, 15.0, 187.0, 51.9, 5.0, 1.0, 0.70757
3356.0, 1.0, 15.6, 191.1, 52.0, 5.0, 1.0, 0.72719
3357.0, 1.0, 15.0, 189.1, 54.8, 5.0, 1.0, 0.68314
3358.0, 1.0, 107.5, 253.1, 56.2, 5.0, 1.0, 0.63037
3359.0, 1.0, 109.6, 255.3, 50.8, 5.0, 1.0, 0.40356
3360.0, 1.0, 113.0, 250.5, 53.0, 5.0, 1.0, 0.56164
3361.0, 1.0, 16.0, 195.7, 52.2, 5.0, 1.0, 0.68860
3362.0, 1.0, 60.3, 256.8, 54.7, 5.0, 1.0, 0.69903
3363.0, 1.0, 63.3, 260.3, 49.4, 5.0, 1.0, 0.71345
3364.0, 1.0, 67.2, 259.1, 55.8, 5.0, 1.0, 0.71028
3365.0, 1.0, 16.0, 188.6, 48.8, 5.0, 1.0, 0.71226
3366.0, 1.0, 121.6, 226.5, 40.0, 5.0, 1.0, 0.50913
3367.0, 1.0, 120.2, 224.2, 39.7, 5.0, 1.0, 0.54120
3368.0, 1.0, 119.8, 224.7, 42.4, 5.0, 1.0, 0.54659
3369.0, 1.0, 21.0, 215.3, 57.7, 5.0, 1.0, 0.72061
3370.0, 1.0, 22.5, 218.8, 56.3, 5.0, 1.0, 0.71024
3371.0, 1.0, 50.5, 253.3, 46.8, 5.0, 1.0, 0.70421
3372.0, 1.0, 54.6, 256.9, 44.0, 5.0, 1.0, 0.71426
3373.0, 1.0, 113.5, 252.7, 49.1, 5.0, 1.0, 0.37265
3374.0, 1.0, 16.1, 181.9, 48.3, 5.0, 1.0, 0.74762
3375.0, 1.0, 16.1, 185.5, 48.3, 5.0, 1.0, 0.71553
3376.0, 1.0, 17.1, 189.1, 45.0, 5.0, 1.0, 0.72601
3377.0, 1.0, 17.1, 186.2, 45.3, 5.0, 1.0, 0.72244
3378.0, 1.0, 120.7, 234.8, 47.4, 5.0, 1.0, 0.57702
3379.0, 1.0, 120.0, 238.8, 47.5, 5.0, 1.0, 0.51313
3380.0, 1.0, 121.0, 237.3, 44.1, 5.0, 1.0, 0.50222
3381.0, 1.0, 110.7, 239.0, 57.8, 5.0, 1.0, 0.38410
3382.0, 1.0, 113.2, 240.5, 53.1, 5.0, 1.0, 0.41522
3383.0, 1.0, 91.2, 262.9, 50.3, 5.0, 1.0, 0.51518
3384.0, 1.0, 72.4, 262.7, 51.3, 5.0, 1.0, 0.67903
3385.0, 1.0, 18.0, 206.9, 56.4, 5.0, 1.0, 0.66707
3386.0, 1.0, 17.6, 204.9, 60.9, 5.0, 1.0, 0.67780
3387.0, 1.0, 17.1, 203.8, 57.9, 5.0, 1.0, 0.66971
3388.0, 1.0, 133.4, 224.0, 65.5, 5.0, 1.0, 0.76419
3389.0, 1.0, 92.9, 254.0, 53.4, 5.0, 1.0, 0.34459
3390.0, 1.0, 123.3, 222.4, 58.8, 5.0, 1.0, 0.71773
3391.0, 1.0, 98.3, 246.9, 61.3, 5.0, 1.0, 0.34679
3392.0, 1.0, 92.0, 249.8, 60.6, 5.0, 1.0, 0.35390
3393.0, 1.0, 120.0, 229.6, 47.7, 5.0, 1.0, 0.61227
3394.0, 1.0, 120.9, 228.9, 44.3, 5.0, 1.0, 0.61461
3395.0, 1.0, 119.9, 226.3, 45.3, 5.0, 1.0, 0.60135
3396.0, 1.0, 86.5, 258.9, 47.8, 5.0, 1.0, 0.40190
3397.0, 1.0, 17.0, 201.7, 49.8, 5.0, 1.0, 0.69940
3398.0, 1.0, 53.7, 253.6, 54.2, 5.0, 1.0, 0.70657
3399.0, 1.0, 47.4, 248.7, 56.2, 5.0, 1.0, 0.71096
3400.0, 1.0, 121.5, 232.1, 44.8, 5.0, 1.0, 0.58808
3401.0, 1.0, 84.0, 266.0, 45.7, 5.0, 1.0, 0.47129
3402.0, 1.0, 84.9, 264.0, 50.6, 5.0, 1.0, 0.50645
3403.0, 1.0, 78.9, 266.3, 47.1, 5.0, 1.0, 0.49310
3404.0, 1.0, 15.7, 199.2, 92.3, 5.0, 1.0, 0.63769
3405.0, 1.0, 14.1, 195.5, 86.4, 5.0, 1.0, 0.58931
3406.0, 1.0, 16.6, 202.0, 83.5, 5.0, 1.0, 0.63012
3407.0, 1.0, 118.7, 222.4, 42.7, 5.0, 1.0, 0.50572
3408.0, 1.0, 119.1, 222.9, 40.9, 5.0, 1.0, 0.58070
3409.0, 1.0, 118.0, 245.3, 46.4, 5.0, 1.0, 0.42582
3410.0, 1.0, 119.4, 242.0, 46.7, 5.0, 1.0, 0.46980
3411.0, 1.0, 118.6, 242.0, 49.9, 5.0, 1.0, 0.51183
3412.0, 1.0, 96.4, 259.7, 55.0, 5.0, 1.0, 0.64869
3413.0, 1.0, 117.9, 227.7, 58.0, 5.0, 1.0, 0.58439
3414.0, 1.0, 118.0, 224.7, 63.2, 5.0, 1.0, 0.62985
3415.0, 1.0, 12.1, 189.0, 79.7, 5.0, 1.0, 0.61244
3416.0, 1.0, 12.8, 189.0, 73.4, 5.0, 1.0, 0.67773
3417.0, 1.0, 13.7, 193.2, 76.9, 5.0, 1.0, 0.64443
3418.0, 1.0, 36.1, 235.4, 69.8, 5.0, 1.0, 0.70634
3419.0, 1.0, 41.8, 240.5, 69.8, 5.0, 1.0, 0.69343
3420.0, 1.0, 39.2, 235.7, 77.2, 5.0, 1.0, 0.66625
3421.0, 1.0, 67.8, 261.6, 50.4, 5.0, 1.0, 0.69133
3422.0, 1.0, 51.0, 206.5, 134.1, 5.0, 1.0, 0.63876
3423.0, 1.0, 45.9, 199.9, 139.2, 5.0, 1.0, 0.68149
3424.0, 1.0, 77.4, 263.6, 51.5, 5.0, 1.0, 0.65477
3425.0, 1.0, 82.4, 260.7, 57.5, 5.0, 1.0, 0.66896
3426.0, 1.0, 74.9, 260.0, 57.8, 5.0, 1.0, 0.69033
3427.0, 1.0, 122.8, 228.6, 38.4, 5.0, 1.0, 0.44896
3428.0, 1.0, 89.4, 251.3, 59.1, 5.0, 1.0, 0.36584
3429.0, 1.0, 78.7, 257.4, 64.0, 5.0, 1.0, 0.69387
3430.0, 1.0, 70.7, 257.0, 62.7, 5.0, 1.0, 0.70043
3431.0, 1.0, 19.2, 210.5, 59.3, 5.0, 1.0, 0.67436
3432.0, 1.0, 15.0, 181.0, 52.2, 5.0, 1.0, 0.72418
3433.0, 1.0, 56.8, 257.2, 48.1, 5.0, 1.0, 0.72031
3434.0, 1.0, 93.0, 251.7, 57.1, 5.0, 1.0, 0.33979
3435.0, 1.0, 89.4, 260.6, 56.5, 5.0, 1.0, 0.67169
3436.0, 1.0, 121.9, 234.8, 41.4, 5.0, 1.0, 0.49259
3437.0, 1.0, 61.0, 238.1, 94.2, 5.0, 1.0, 0.64285
3438.0, 1.0, 70.5, 237.3, 97.6, 5.0, 1.0, 0.61850
3439.0, 1.0, 63.7, 234.5, 100.8, 5.0, 1.0, 0.61028
3440.0, 1.0, 111.0, 248.3, 58.2, 5.0, 1.0, 0.66481
3441.0, 1.0, 43.1, 247.3, 49.5, 5.0, 1.0, 0.73568
3442.0, 1.0, 45.0, 240.2, 77.0, 5.0, 1.0, 0.67977
3443.0, 1.0, 63.8, 255.7, 61.4, 5.0, 1.0, 0.68741
3444.0, 1.0, 67.1, 253.9, 68.1, 5.0, 1.0, 0.68647
3445.0, 1.0, 67.5, 240.8, 91.4, 5.0, 1.0, 0.62535
3446.0, 1.0, 119.7, 236.0, 41.9, 5.0, 1.0, 0.49747
3447.0, 1.0, 116.4, 237.5, 48.3, 5.0, 1.0, 0.42606
3448.0, 1.0, 115.5, 237.3, 50.3, 5.0, 1.0, 0.42200
3449.0, 1.0, 116.6, 242.2, 54.4, 5.0, 1.0, 0.60702
3450.0, 1.0, 118.8, 238.0, 52.4, 5.0, 1.0, 0.59730
3451.0, 1.0, 116.4, 239.1, 57.1, 5.0, 1.0, 0.63697
3452.0, 1.0, 86.2, 263.5, 43.6, 5.0, 1.0, 0.46860
3453.0, 1.0, 120.2, 235.6, 40.9, 5.0, 1.0, 0.49383
3454.0, 1.0, 26.8, 226.2, 59.4, 5.0, 1.0, 0.72415
3455.0, 1.0, 112.0, 234.9, 72.9, 5.0, 1.0, 0.69564
3456.0, 1.0, 117.5, 225.8, 72.8, 5.0, 1.0, 0.68239
3457.0, 1.0, 111.4, 231.7, 81.7, 5.0, 1.0, 0.71494
3458.0, 1.0, 102.7, 232.2, 94.8, 5.0, 1.0, 0.67992
3459.0, 1.0, 109.3, 226.7, 99.2, 5.0, 1.0, 0.72371
3460.0, 1.0, 100.7, 229.3, 102.7, 5.0, 1.0, 0.64880
3461.0, 1.0, 118.6, 222.2, 48.9, 5.0, 1.0, 0.55069
3462.0, 1.0, 118.9, 223.9, 45.2, 5.0, 1.0, 0.51768
3463.0, 1.0, 118.7, 221.7, 44.9, 5.0, 1.0, 0.53728
3464.0, 1.0, 115.3, 244.2, 47.6, 5.0, 1.0, 0.40004
3465.0, 1.0, 17.1, 175.0, 46.0, 5.0, 1.0, 0.72953
3466.0, 1.0, 96.3, 250.5, 69.4, 5.0, 1.0, 0.67837
3467.0, 1.0, 99.3, 245.7, 74.1, 5.0, 1.0, 0.66564
3468.0, 1.0, 91.3, 250.4, 72.6, 5.0, 1.0, 0.67543
3469.0, 1.0, 17.0, 191.2, 46.3, 5.0, 1.0, 0.70826
3470.0, 1.0, 120.9, 227.2, 42.6, 5.0, 1.0, 0.58624
3471.0, 1.0, 107.1, 224.5, 106.8, 5.0, 1.0, 0.73336
3472.0, 1.0, 119.0, 225.7, 48.3, 5.0, 1.0, 0.61582
3473.0, 1.0, 19.0, 206.5, 88.3, 5.0, 1.0, 0.65585
3474.0, 1.0, 34.0, 231.2, 76.4, 5.0, 1.0, 0.69912
3475.0, 1.0, 31.6, 230.3, 70.1, 5.0, 1.0, 0.69737
3476.0, 1.0, 90.9, 253.8, 67.5, 5.0, 1.0, 0.67632
3477.0, 1.0, 93.9, 256.8, 61.2, 5.0, 1.0, 0.67177
3478.0, 1.0, 98.0, 253.0, 64.3, 5.0, 1.0, 0.69376
3479.0, 1.0, 47.5, 244.3, 70.7, 5.0, 1.0, 0.68346
3480.0, 1.0, 125.0, 223.0, 66.7, 5.0, 1.0, 0.69595
3481.0, 1.0, 126.9, 223.0, 76.4, 5.0, 1.0, 0.72016
3482.0, 1.0, 88.9, 227.2, 113.2, 5.0, 1.0, 0.65174
3483.0, 1.0, 91.8, 230.9, 106.0, 5.0, 1.0, 0.62526
3484.0, 1.0, 97.3, 226.8, 110.1, 5.0, 1.0, 0.64663
3485.0, 1.0, 117.9, 239.0, 45.5, 5.0, 1.0, 0.47970
3486.0, 1.0, 93.3, 224.7, 115.7, 5.0, 1.0, 0.66263
3487.0, 1.0, 116.5, 245.9, 51.3, 5.0, 1.0, 0.53096
3488.0, 1.0, 16.1, 200.2, 63.5, 5.0, 1.0, 0.65027
3489.0, 1.0, 16.5, 200.8, 58.3, 5.0, 1.0, 0.68994
3490.0, 1.0, 73.3, 255.1, 67.5, 5.0, 1.0, 0.68538
3491.0, 1.0, 60.0, 210.2, 134.1, 5.0, 1.0, 0.63594
3492.0, 1.0, 54.7, 213.6, 127.6, 5.0, 1.0, 0.64144
3493.0, 1.0, 11.3, 187.4, 103.4, 5.0, 1.0, 0.62139
3494.0, 1.0, 10.6, 186.0, 94.3, 5.0, 1.0, 0.61712
3495.0, 1.0, 13.2, 193.2, 98.3, 5.0, 1.0, 0.62600
3496.0, 1.0, 122.0, 229.3, 41.3, 5.0, 1.0, 0.51874
3497.0, 1.0, 122.0, 231.9, 42.3, 5.0, 1.0, 0.50718
3498.0, 1.0, 104.7, 222.5, 112.7, 5.0, 1.0, 0.73546
3499.0, 1.0, 24.4, 222.2, 59.7, 5.0, 1.0, 0.70985
3500.0, 1.0, 15.3, 196.5, 60.7, 5.0, 1.0, 0.68312
3501.0, 1.0, 98.7, 222.7, 116.5, 5.0, 1.0, 0.70070
3502.0, 1.0, 51.3, 244.1, 77.0, 5.0, 1.0, 0.67289
3503.0, 1.0, 117.7, 235.2, 56.5, 5.0, 1.0, 0.62332
3504.0, 1.0, 39.1, 227.3, 95.8, 5.0, 1.0, 0.62047
3505.0, 1.0, 43.4, 226.3, 102.3, 5.0, 1.0, 0.61912
3506.0, 1.0, 35.9, 222.2, 101.2, 5.0, 1.0, 0.61896
3507.0, 1.0, 19.4, 208.6, 81.2, 5.0, 1.0, 0.64734
3508.0, 1.0, 91.8, 246.6, 78.5, 5.0, 1.0, 0.67090
3509.0, 1.0, 74.9, 241.8, 90.3, 5.0, 1.0, 0.59598
3510.0, 1.0, 79.9, 238.1, 96.2, 5.0, 1.0, 0.64415
3511.0, 1.0, 92.9, 257.3, 48.8, 5.0, 1.0, 0.44828
3512.0, 1.0, 87.1, 253.7, 54.8, 5.0, 1.0, 0.34397
3513.0, 1.0, 11.6, 188.0, 87.3, 5.0, 1.0, 0.61678
3514.0, 1.0, 13.1, 192.9, 82.1, 5.0, 1.0, 0.60447
3515.0, 1.0, 18.5, 208.8, 53.7, 5.0, 1.0, 0.70932
3516.0, 1.0, 60.9, 252.9, 66.0, 5.0, 1.0, 0.67386
3517.0, 1.0, 118.6, 223.4, 92.5, 5.0, 1.0, 0.75019
3518.0, 1.0, 113.9, 222.4, 104.3, 5.0, 1.0, 0.75971
3519.0, 1.0, 17.5, 203.8, 77.8, 5.0, 1.0, 0.62045
3520.0, 1.0, 21.7, 211.9, 84.9, 5.0, 1.0, 0.66872
3521.0, 1.0, 63.0, 246.4, 80.7, 5.0, 1.0, 0.64448
3522.0, 1.0, 57.5, 247.2, 76.0, 5.0, 1.0, 0.67254
3523.0, 1.0, 63.8, 250.5, 73.5, 5.0, 1.0, 0.67015
3524.0, 1.0, 25.0, 216.8, 85.8, 5.0, 1.0, 0.65264
3525.0, 1.0, 29.7, 222.2, 87.6, 5.0, 1.0, 0.64476
3526.0, 1.0, 26.8, 217.2, 92.7, 5.0, 1.0, 0.65798
