edge1,edge2,anisotropy,dx,diffcoef,ltransition,htransition
1.0, 47.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
1.0, 88.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
1.0, 89.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
1.0, 2089.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
1.0, 2136.0, 0.25000, 0.49258, 1.0, 0.0, 0.0
1.0, 3999.0, 0.58402, 0.49258, 1.0, 0.0, 0.0
2.0, 87.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
2.0, 88.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
2.0, 246.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
2.0, 2139.0, 0.25000, 0.40934, 1.0, 0.0, 0.0
2.0, 3902.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
2.0, 4001.0, 0.62619, 0.40934, 1.0, 0.0, 0.0
3.0, 9.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
3.0, 48.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
3.0, 247.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
3.0, 2088.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
3.0, 3957.0, 0.25000, 0.49258, 1.0, 0.0, 0.0
3.0, 4000.0, 0.62619, 0.40934, 1.0, 0.0, 0.0
4.0, 166.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
4.0, 167.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
4.0, 285.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
4.0, 2091.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
4.0, 3959.0, 0.25000, 0.40934, 1.0, 0.0, 0.0
4.0, 4042.0, 0.62619, 0.40934, 1.0, 0.0, 0.0
5.0, 127.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
5.0, 128.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
5.0, 207.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
5.0, 2090.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
5.0, 2138.0, 0.25000, 0.40934, 1.0, 0.0, 0.0
5.0, 4041.0, 0.58402, 0.49258, 1.0, 0.0, 0.0
6.0, 206.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
6.0, 207.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
6.0, 208.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
6.0, 2137.0, 0.25000, 0.49258, 1.0, 0.0, 0.0
6.0, 3901.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
6.0, 4043.0, 0.62619, 0.40934, 1.0, 0.0, 0.0
7.0, 48.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
7.0, 49.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
7.0, 324.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
7.0, 3900.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
7.0, 3958.0, 0.25000, 0.40934, 1.0, 0.0, 0.0
7.0, 3998.0, 0.58402, 0.49258, 1.0, 0.0, 0.0
8.0, 167.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
8.0, 168.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
8.0, 286.0, 0.25000, 0.50000, 1.0, 0.0, 0.0
8.0, 3899.0, 0.62500, 0.51764, 1.0, 0.0, 0.0
8.0, 3956.0, 0.25000, 0.49258, 1.0, 0.0, 0.0
8.0, 4040.0, 0.58402, 0.49258, 1.0, 0.0, 0.0
9.0, 10.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
9.0, 388.0, 0.47442, 0.54096, 1.0, 0.0, 0.0
9.0, 2088.0, 0.33861, 0.38977, 1.0, 0.0, 0.0
9.0, 3974.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
9.0, 4000.0, 0.50933, 0.35729, 1.0, 0.0, 0.0
10.0, 11.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
10.0, 388.0, 0.37661, 0.49671, 1.0, 0.0, 0.0
10.0, 2073.0, 0.54466, 0.42145, 1.0, 0.0, 0.0
10.0, 3974.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
10.0, 3994.0, 0.40477, 0.55070, 1.0, 0.0, 0.0
11.0, 12.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
11.0, 353.0, 0.42302, 0.50686, 1.0, 0.0, 0.0
11.0, 2073.0, 0.50521, 0.40430, 1.0, 0.0, 0.0
11.0, 3981.0, 0.39595, 0.56892, 1.0, 0.0, 0.0
11.0, 3994.0, 0.40445, 0.55055, 1.0, 0.0, 0.0
11.0, 4993.0, 0.25331, 0.71829, 1.0, 0.0, 0.0
12.0, 13.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
12.0, 353.0, 0.43737, 0.51328, 1.0, 0.0, 0.0
12.0, 2084.0, 0.47154, 0.39909, 1.0, 0.0, 0.0
12.0, 3966.0, 0.40967, 0.54370, 1.0, 0.0, 0.0
12.0, 3981.0, 0.39414, 0.56806, 1.0, 0.0, 0.0
12.0, 4893.0, 0.25010, 0.70964, 1.0, 0.0, 0.0
13.0, 14.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
13.0, 1340.0, 0.32513, 0.50479, 1.0, 0.0, 0.0
13.0, 2084.0, 0.56246, 0.43860, 1.0, 0.0, 0.0
13.0, 3966.0, 0.40794, 0.54290, 1.0, 0.0, 0.0
13.0, 3992.0, 0.40030, 0.55943, 1.0, 0.0, 0.0
14.0, 15.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
14.0, 345.0, 0.44111, 0.47500, 1.0, 0.0, 0.0
14.0, 1340.0, 0.50161, 0.58741, 1.0, 0.0, 0.0
14.0, 3963.0, 0.39278, 0.57695, 1.0, 0.0, 0.0
14.0, 3992.0, 0.39946, 0.55905, 1.0, 0.0, 0.0
15.0, 16.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
15.0, 345.0, 0.46534, 0.48564, 1.0, 0.0, 0.0
15.0, 2059.0, 0.49742, 0.43526, 1.0, 0.0, 0.0
15.0, 3963.0, 0.38960, 0.57545, 1.0, 0.0, 0.0
15.0, 3993.0, 0.40075, 0.55849, 1.0, 0.0, 0.0
15.0, 4991.0, 0.25564, 0.81230, 1.0, 0.0, 0.0
16.0, 17.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
16.0, 378.0, 0.45223, 0.53773, 1.0, 0.0, 0.0
16.0, 2059.0, 0.49742, 0.43526, 1.0, 0.0, 0.0
16.0, 3964.0, 0.41270, 0.53809, 1.0, 0.0, 0.0
16.0, 3993.0, 0.40000, 0.55814, 1.0, 0.0, 0.0
17.0, 18.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
17.0, 378.0, 0.39064, 0.50983, 1.0, 0.0, 0.0
17.0, 2078.0, 0.51988, 0.41676, 1.0, 0.0, 0.0
17.0, 3964.0, 0.41144, 0.53751, 1.0, 0.0, 0.0
17.0, 3980.0, 0.39494, 0.56887, 1.0, 0.0, 0.0
18.0, 19.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
18.0, 337.0, 0.38196, 0.52602, 1.0, 0.0, 0.0
18.0, 2078.0, 0.51988, 0.41676, 1.0, 0.0, 0.0
18.0, 3961.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
18.0, 3980.0, 0.39480, 0.56880, 1.0, 0.0, 0.0
18.0, 4938.0, 0.25000, 0.80751, 1.0, 0.0, 0.0
19.0, 20.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
19.0, 337.0, 0.44124, 0.55322, 1.0, 0.0, 0.0
19.0, 1710.0, 0.44463, 0.51264, 1.0, 0.0, 0.0
19.0, 3961.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
19.0, 3978.0, 0.40112, 0.55694, 1.0, 0.0, 0.0
19.0, 5047.0, 0.25202, 0.71719, 1.0, 0.0, 0.0
20.0, 21.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
20.0, 377.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
20.0, 1710.0, 0.42002, 0.50165, 1.0, 0.0, 0.0
20.0, 3960.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
20.0, 3978.0, 0.40112, 0.55694, 1.0, 0.0, 0.0
21.0, 22.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
21.0, 377.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
21.0, 1804.0, 0.48206, 0.57247, 1.0, 0.0, 0.0
21.0, 3960.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
21.0, 3979.0, 0.40112, 0.55694, 1.0, 0.0, 0.0
22.0, 23.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
22.0, 1804.0, 0.34535, 0.50920, 1.0, 0.0, 0.0
22.0, 2068.0, 0.55598, 0.43538, 1.0, 0.0, 0.0
22.0, 3962.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
22.0, 3979.0, 0.40112, 0.55694, 1.0, 0.0, 0.0
23.0, 24.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
23.0, 330.0, 0.44212, 0.52553, 1.0, 0.0, 0.0
23.0, 2068.0, 0.47874, 0.40183, 1.0, 0.0, 0.0
23.0, 3962.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
23.0, 3977.0, 0.40112, 0.55694, 1.0, 0.0, 0.0
23.0, 4957.0, 0.25015, 0.72026, 1.0, 0.0, 0.0
24.0, 25.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
24.0, 330.0, 0.40785, 0.51010, 1.0, 0.0, 0.0
24.0, 2076.0, 0.50789, 0.41394, 1.0, 0.0, 0.0
24.0, 3965.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
24.0, 3977.0, 0.40112, 0.55694, 1.0, 0.0, 0.0
24.0, 4980.0, 0.25328, 0.72292, 1.0, 0.0, 0.0
25.0, 26.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
25.0, 361.0, 0.36796, 0.51907, 1.0, 0.0, 0.0
25.0, 2076.0, 0.52793, 0.42263, 1.0, 0.0, 0.0
25.0, 3965.0, 0.40339, 0.55280, 1.0, 0.0, 0.0
25.0, 3982.0, 0.39480, 0.56880, 1.0, 0.0, 0.0
26.0, 27.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
26.0, 361.0, 0.45693, 0.55998, 1.0, 0.0, 0.0
26.0, 1458.0, 0.43966, 0.50025, 1.0, 0.0, 0.0
26.0, 3975.0, 0.41144, 0.53751, 1.0, 0.0, 0.0
26.0, 3982.0, 0.39494, 0.56887, 1.0, 0.0, 0.0
27.0, 28.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
27.0, 1458.0, 0.43614, 0.49869, 1.0, 0.0, 0.0
27.0, 1459.0, 0.45061, 0.50241, 1.0, 0.0, 0.0
27.0, 3975.0, 0.41270, 0.53809, 1.0, 0.0, 0.0
27.0, 3997.0, 0.40115, 0.55625, 1.0, 0.0, 0.0
28.0, 29.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
28.0, 326.0, 0.47959, 0.57049, 1.0, 0.0, 0.0
28.0, 1459.0, 0.42833, 0.49252, 1.0, 0.0, 0.0
28.0, 3989.0, 0.39609, 0.56403, 1.0, 0.0, 0.0
28.0, 3997.0, 0.40170, 0.55650, 1.0, 0.0, 0.0
29.0, 30.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
29.0, 326.0, 0.34812, 0.50972, 1.0, 0.0, 0.0
29.0, 2069.0, 0.51611, 0.41970, 1.0, 0.0, 0.0
29.0, 3972.0, 0.40967, 0.54370, 1.0, 0.0, 0.0
29.0, 3989.0, 0.39811, 0.56497, 1.0, 0.0, 0.0
30.0, 31.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
30.0, 1652.0, 0.40996, 0.54324, 1.0, 0.0, 0.0
30.0, 2069.0, 0.51611, 0.41970, 1.0, 0.0, 0.0
30.0, 3972.0, 0.40794, 0.54290, 1.0, 0.0, 0.0
30.0, 3996.0, 0.39955, 0.56041, 1.0, 0.0, 0.0
31.0, 32.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
31.0, 367.0, 0.47453, 0.53798, 1.0, 0.0, 0.0
31.0, 1652.0, 0.40820, 0.54243, 1.0, 0.0, 0.0
31.0, 3984.0, 0.38865, 0.58288, 1.0, 0.0, 0.0
31.0, 3996.0, 0.39908, 0.56019, 1.0, 0.0, 0.0
32.0, 33.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
32.0, 367.0, 0.37942, 0.49505, 1.0, 0.0, 0.0
32.0, 1607.0, 0.46349, 0.51619, 1.0, 0.0, 0.0
32.0, 3971.0, 0.41150, 0.53875, 1.0, 0.0, 0.0
32.0, 3984.0, 0.38754, 0.58235, 1.0, 0.0, 0.0
33.0, 34.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
33.0, 334.0, 0.44793, 0.49392, 1.0, 0.0, 0.0
33.0, 1607.0, 0.40695, 0.49097, 1.0, 0.0, 0.0
33.0, 3971.0, 0.41150, 0.53875, 1.0, 0.0, 0.0
33.0, 3985.0, 0.39152, 0.57587, 1.0, 0.0, 0.0
34.0, 35.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
34.0, 334.0, 0.43934, 0.49013, 1.0, 0.0, 0.0
34.0, 1586.0, 0.44925, 0.50860, 1.0, 0.0, 0.0
34.0, 3985.0, 0.39124, 0.57574, 1.0, 0.0, 0.0
34.0, 3991.0, 0.40539, 0.55042, 1.0, 0.0, 0.0
34.0, 5007.0, 0.25477, 0.79765, 1.0, 0.0, 0.0
35.0, 36.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
35.0, 369.0, 0.49428, 0.55922, 1.0, 0.0, 0.0
35.0, 1586.0, 0.42211, 0.49652, 1.0, 0.0, 0.0
35.0, 3973.0, 0.38976, 0.57947, 1.0, 0.0, 0.0
35.0, 3991.0, 0.40433, 0.54993, 1.0, 0.0, 0.0
36.0, 37.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
36.0, 369.0, 0.35070, 0.49354, 1.0, 0.0, 0.0
36.0, 2086.0, 0.55350, 0.40404, 1.0, 0.0, 0.0
36.0, 3973.0, 0.38949, 0.57934, 1.0, 0.0, 0.0
36.0, 3988.0, 0.40510, 0.54979, 1.0, 0.0, 0.0
37.0, 38.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
37.0, 341.0, 0.42140, 0.50252, 1.0, 0.0, 0.0
37.0, 2086.0, 0.53342, 0.39525, 1.0, 0.0, 0.0
37.0, 3988.0, 0.40506, 0.54977, 1.0, 0.0, 0.0
37.0, 3990.0, 0.39500, 0.56859, 1.0, 0.0, 0.0
38.0, 39.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
38.0, 341.0, 0.44295, 0.51215, 1.0, 0.0, 0.0
38.0, 2067.0, 0.50451, 0.41558, 1.0, 0.0, 0.0
38.0, 3976.0, 0.41150, 0.53875, 1.0, 0.0, 0.0
38.0, 3990.0, 0.39499, 0.56858, 1.0, 0.0, 0.0
39.0, 40.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
39.0, 365.0, 0.34204, 0.50726, 1.0, 0.0, 0.0
39.0, 2067.0, 0.52621, 0.42499, 1.0, 0.0, 0.0
39.0, 3976.0, 0.41150, 0.53875, 1.0, 0.0, 0.0
39.0, 3986.0, 0.39361, 0.57132, 1.0, 0.0, 0.0
40.0, 41.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
40.0, 365.0, 0.48636, 0.57412, 1.0, 0.0, 0.0
40.0, 1500.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
40.0, 3970.0, 0.41150, 0.53875, 1.0, 0.0, 0.0
40.0, 3986.0, 0.39361, 0.57132, 1.0, 0.0, 0.0
41.0, 42.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
41.0, 350.0, 0.42094, 0.50777, 1.0, 0.0, 0.0
41.0, 1500.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
41.0, 3970.0, 0.41150, 0.53875, 1.0, 0.0, 0.0
41.0, 3983.0, 0.39460, 0.56970, 1.0, 0.0, 0.0
42.0, 43.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
42.0, 350.0, 0.43749, 0.51519, 1.0, 0.0, 0.0
42.0, 1536.0, 0.44066, 0.49333, 1.0, 0.0, 0.0
42.0, 3967.0, 0.40142, 0.55908, 1.0, 0.0, 0.0
42.0, 3983.0, 0.39433, 0.56957, 1.0, 0.0, 0.0
42.0, 5037.0, 0.25408, 0.75538, 1.0, 0.0, 0.0
43.0, 44.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
43.0, 1536.0, 0.44355, 0.49461, 1.0, 0.0, 0.0
43.0, 1537.0, 0.43157, 0.49782, 1.0, 0.0, 0.0
43.0, 3967.0, 0.39909, 0.55800, 1.0, 0.0, 0.0
43.0, 3995.0, 0.40858, 0.54869, 1.0, 0.0, 0.0
43.0, 4770.0, 0.25003, 0.73879, 1.0, 0.0, 0.0
44.0, 45.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
44.0, 358.0, 0.39978, 0.49438, 1.0, 0.0, 0.0
44.0, 1537.0, 0.44294, 0.50287, 1.0, 0.0, 0.0
44.0, 3968.0, 0.38970, 0.58070, 1.0, 0.0, 0.0
44.0, 3995.0, 0.40403, 0.54659, 1.0, 0.0, 0.0
45.0, 46.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
45.0, 358.0, 0.46358, 0.52295, 1.0, 0.0, 0.0
45.0, 2045.0, 0.36540, 0.51300, 1.0, 0.0, 0.0
45.0, 3968.0, 0.38857, 0.58017, 1.0, 0.0, 0.0
45.0, 3987.0, 0.40870, 0.54359, 1.0, 0.0, 0.0
46.0, 47.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
46.0, 1377.0, 0.36759, 0.48961, 1.0, 0.0, 0.0
46.0, 2045.0, 0.46461, 0.55851, 1.0, 0.0, 0.0
46.0, 3969.0, 0.37208, 0.61966, 1.0, 0.0, 0.0
46.0, 3987.0, 0.40859, 0.54354, 1.0, 0.0, 0.0
47.0, 1377.0, 0.48757, 0.54392, 1.0, 0.0, 0.0
47.0, 2089.0, 0.33861, 0.38977, 1.0, 0.0, 0.0
47.0, 3969.0, 0.37208, 0.61966, 1.0, 0.0, 0.0
47.0, 3999.0, 0.38423, 0.40485, 1.0, 0.0, 0.0
47.0, 4985.0, 0.25030, 0.69752, 1.0, 0.0, 0.0
48.0, 3957.0, 0.25000, 0.35467, 1.0, 0.0, 0.0
48.0, 3958.0, 0.25000, 0.35857, 1.0, 0.0, 0.0
48.0, 3998.0, 0.89428, 0.35467, 1.0, 0.0, 0.0
48.0, 4000.0, 0.74027, 0.35857, 1.0, 0.0, 0.0
49.0, 50.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
49.0, 2201.0, 0.44726, 0.52349, 1.0, 0.0, 0.0
49.0, 3900.0, 0.33861, 0.38977, 1.0, 0.0, 0.0
49.0, 3974.0, 0.37208, 0.61966, 1.0, 0.0, 0.0
49.0, 3998.0, 0.38423, 0.40485, 1.0, 0.0, 0.0
50.0, 51.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
50.0, 2201.0, 0.40731, 0.50554, 1.0, 0.0, 0.0
50.0, 3152.0, 0.41534, 0.53809, 1.0, 0.0, 0.0
50.0, 3974.0, 0.37208, 0.61966, 1.0, 0.0, 0.0
50.0, 3994.0, 0.39573, 0.56751, 1.0, 0.0, 0.0
51.0, 52.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
51.0, 2169.0, 0.42006, 0.52316, 1.0, 0.0, 0.0
51.0, 3152.0, 0.40995, 0.53562, 1.0, 0.0, 0.0
51.0, 3981.0, 0.40615, 0.55003, 1.0, 0.0, 0.0
51.0, 3994.0, 0.39543, 0.56737, 1.0, 0.0, 0.0
51.0, 4993.0, 0.25311, 0.74082, 1.0, 0.0, 0.0
52.0, 53.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
52.0, 2169.0, 0.42193, 0.52400, 1.0, 0.0, 0.0
52.0, 3842.0, 0.41482, 0.53044, 1.0, 0.0, 0.0
52.0, 3966.0, 0.39265, 0.57522, 1.0, 0.0, 0.0
52.0, 3981.0, 0.40424, 0.54915, 1.0, 0.0, 0.0
52.0, 4893.0, 0.25010, 0.72002, 1.0, 0.0, 0.0
53.0, 54.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
53.0, 3118.0, 0.40915, 0.53730, 1.0, 0.0, 0.0
53.0, 3842.0, 0.41759, 0.53169, 1.0, 0.0, 0.0
53.0, 3966.0, 0.39106, 0.57447, 1.0, 0.0, 0.0
53.0, 3992.0, 0.40054, 0.55899, 1.0, 0.0, 0.0
54.0, 55.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
54.0, 2162.0, 0.41395, 0.53103, 1.0, 0.0, 0.0
54.0, 3118.0, 0.41421, 0.53961, 1.0, 0.0, 0.0
54.0, 3963.0, 0.41133, 0.54277, 1.0, 0.0, 0.0
54.0, 3992.0, 0.39970, 0.55860, 1.0, 0.0, 0.0
55.0, 56.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
55.0, 2162.0, 0.41750, 0.53265, 1.0, 0.0, 0.0
55.0, 3151.0, 0.40084, 0.54933, 1.0, 0.0, 0.0
55.0, 3963.0, 0.40784, 0.54117, 1.0, 0.0, 0.0
55.0, 3993.0, 0.40000, 0.55989, 1.0, 0.0, 0.0
55.0, 4991.0, 0.25605, 0.78455, 1.0, 0.0, 0.0
56.0, 57.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
56.0, 2198.0, 0.40571, 0.52407, 1.0, 0.0, 0.0
56.0, 3151.0, 0.40799, 0.55264, 1.0, 0.0, 0.0
56.0, 3964.0, 0.38970, 0.58070, 1.0, 0.0, 0.0
56.0, 3993.0, 0.39925, 0.55954, 1.0, 0.0, 0.0
57.0, 58.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
57.0, 2198.0, 0.42901, 0.53466, 1.0, 0.0, 0.0
57.0, 3147.0, 0.40341, 0.53010, 1.0, 0.0, 0.0
57.0, 3964.0, 0.38857, 0.58017, 1.0, 0.0, 0.0
57.0, 3980.0, 0.40546, 0.54928, 1.0, 0.0, 0.0
58.0, 59.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
58.0, 2153.0, 0.42124, 0.52320, 1.0, 0.0, 0.0
58.0, 3147.0, 0.42441, 0.53968, 1.0, 0.0, 0.0
58.0, 3961.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
58.0, 3980.0, 0.40531, 0.54921, 1.0, 0.0, 0.0
58.0, 4938.0, 0.25000, 0.79534, 1.0, 0.0, 0.0
59.0, 60.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
59.0, 2153.0, 0.42124, 0.52320, 1.0, 0.0, 0.0
59.0, 3150.0, 0.41793, 0.52833, 1.0, 0.0, 0.0
59.0, 3961.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
59.0, 3978.0, 0.39889, 0.56109, 1.0, 0.0, 0.0
59.0, 5047.0, 0.25199, 0.72271, 1.0, 0.0, 0.0
60.0, 61.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
60.0, 2196.0, 0.42092, 0.52368, 1.0, 0.0, 0.0
60.0, 3150.0, 0.41793, 0.52833, 1.0, 0.0, 0.0
60.0, 3960.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
60.0, 3978.0, 0.39889, 0.56109, 1.0, 0.0, 0.0
61.0, 62.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
61.0, 2196.0, 0.42092, 0.52368, 1.0, 0.0, 0.0
61.0, 3143.0, 0.41085, 0.53862, 1.0, 0.0, 0.0
61.0, 3960.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
61.0, 3979.0, 0.39889, 0.56109, 1.0, 0.0, 0.0
62.0, 63.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
62.0, 3143.0, 0.41199, 0.53914, 1.0, 0.0, 0.0
62.0, 3167.0, 0.41905, 0.52151, 1.0, 0.0, 0.0
62.0, 3962.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
62.0, 3979.0, 0.39889, 0.56109, 1.0, 0.0, 0.0
63.0, 64.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
63.0, 2144.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
63.0, 3167.0, 0.42415, 0.52382, 1.0, 0.0, 0.0
63.0, 3962.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
63.0, 3977.0, 0.39889, 0.56109, 1.0, 0.0, 0.0
63.0, 4957.0, 0.25014, 0.73293, 1.0, 0.0, 0.0
64.0, 65.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
64.0, 2144.0, 0.43750, 0.50000, 1.0, 0.0, 0.0
64.0, 3156.0, 0.41224, 0.53598, 1.0, 0.0, 0.0
64.0, 3965.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
64.0, 3977.0, 0.39889, 0.56109, 1.0, 0.0, 0.0
64.0, 4980.0, 0.25308, 0.74593, 1.0, 0.0, 0.0
65.0, 66.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
65.0, 2178.0, 0.42092, 0.52368, 1.0, 0.0, 0.0
65.0, 3156.0, 0.41369, 0.53665, 1.0, 0.0, 0.0
65.0, 3965.0, 0.39671, 0.56525, 1.0, 0.0, 0.0
65.0, 3982.0, 0.40531, 0.54921, 1.0, 0.0, 0.0
66.0, 67.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
66.0, 2178.0, 0.42092, 0.52368, 1.0, 0.0, 0.0
66.0, 3142.0, 0.41308, 0.53697, 1.0, 0.0, 0.0
66.0, 3975.0, 0.38857, 0.58017, 1.0, 0.0, 0.0
66.0, 3982.0, 0.40546, 0.54928, 1.0, 0.0, 0.0
67.0, 68.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
67.0, 3142.0, 0.41229, 0.53660, 1.0, 0.0, 0.0
67.0, 3165.0, 0.41633, 0.53189, 1.0, 0.0, 0.0
67.0, 3975.0, 0.38970, 0.58070, 1.0, 0.0, 0.0
67.0, 3997.0, 0.39832, 0.56153, 1.0, 0.0, 0.0
68.0, 69.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
68.0, 2140.0, 0.42308, 0.52349, 1.0, 0.0, 0.0
68.0, 3165.0, 0.41533, 0.53144, 1.0, 0.0, 0.0
68.0, 3989.0, 0.40194, 0.55307, 1.0, 0.0, 0.0
68.0, 3997.0, 0.39886, 0.56178, 1.0, 0.0, 0.0
69.0, 70.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
69.0, 2140.0, 0.41995, 0.52208, 1.0, 0.0, 0.0
69.0, 3136.0, 0.41657, 0.55148, 1.0, 0.0, 0.0
69.0, 3972.0, 0.39265, 0.57522, 1.0, 0.0, 0.0
69.0, 3989.0, 0.40402, 0.55403, 1.0, 0.0, 0.0
70.0, 71.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
70.0, 3136.0, 0.39694, 0.54243, 1.0, 0.0, 0.0
70.0, 3845.0, 0.43728, 0.50816, 1.0, 0.0, 0.0
70.0, 3972.0, 0.39106, 0.57447, 1.0, 0.0, 0.0
70.0, 3996.0, 0.40093, 0.55784, 1.0, 0.0, 0.0
71.0, 72.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
71.0, 2186.0, 0.42912, 0.51367, 1.0, 0.0, 0.0
71.0, 3845.0, 0.42859, 0.50427, 1.0, 0.0, 0.0
71.0, 3984.0, 0.41400, 0.53596, 1.0, 0.0, 0.0
71.0, 3996.0, 0.40045, 0.55762, 1.0, 0.0, 0.0
72.0, 73.0, 1.00000, 0.50000, 1.0, 0.0, 0.0
