vertices,celtype,loc_x,loc_y,loc_z,state,tcounter
4598.0, 1.0, 4.1, 118.2, 93.7, 5.0, 1.0
4599.0, 1.0, 36.9, 76.1, 55.0, 5.0, 1.0
4600.0, 1.0, 35.8, 71.8, 56.6, 5.0, 1.0
4601.0, 1.0, 29.2, 78.8, 57.7, 5.0, 1.0
4602.0, 1.0, 45.9, 31.5, 69.1, 5.0, 1.0
4603.0, 1.0, 49.0, 27.9, 68.7, 5.0, 1.0
4604.0, 1.0, 27.2, 200.8, 48.5, 5.0, 1.0
4605.0, 1.0, 19.3, 46.0, 99.5, 5.0, 1.0
4606.0, 1.0, 14.1, 120.2, 59.6, 5.0, 1.0
4607.0, 1.0, 11.2, 118.9, 64.6, 5.0, 1.0
4608.0, 1.0, 24.1, 195.5, 57.7, 5.0, 1.0
4609.0, 1.0, 21.8, 190.3, 68.7, 5.0, 1.0
4610.0, 1.0, 36.9, 102.2, 57.8, 5.0, 1.0
4611.0, 1.0, 33.5, 106.6, 58.6, 5.0, 1.0
4612.0, 1.0, 4.3, 106.5, 120.3, 5.0, 1.0
4613.0, 1.0, 4.2, 106.8, 113.7, 5.0, 1.0
4614.0, 1.0, 3.2, 111.9, 117.1, 5.0, 1.0
4615.0, 1.0, 11.6, 117.6, 107.2, 5.0, 1.0
4616.0, 1.0, 15.4, 54.2, 107.1, 5.0, 1.0
4617.0, 1.0, 16.2, 53.6, 102.6, 5.0, 1.0
4618.0, 1.0, 27.2, 87.4, 56.6, 5.0, 1.0
4619.0, 1.0, 16.9, 47.3, 112.2, 5.0, 1.0
4620.0, 1.0, 39.8, 63.1, 69.7, 5.0, 1.0
4621.0, 1.0, 40.9, 67.1, 70.3, 5.0, 1.0
4622.0, 1.0, 5.1, 101.2, 116.8, 5.0, 1.0
4623.0, 1.0, 5.6, 101.2, 123.2, 5.0, 1.0
4624.0, 1.0, 22.8, 88.7, 78.4, 5.0, 1.0
4625.0, 1.0, 17.0, 70.8, 80.4, 5.0, 1.0
4626.0, 1.0, 2.0, 123.3, 110.3, 5.0, 1.0
4627.0, 1.0, 7.2, 96.8, 94.1, 5.0, 1.0
4628.0, 1.0, 51.3, 43.3, 70.4, 5.0, 1.0
4629.0, 1.0, 50.0, 39.7, 71.2, 5.0, 1.0
4630.0, 1.0, 47.6, 42.9, 71.6, 5.0, 1.0
4631.0, 1.0, 51.7, 43.5, 59.4, 5.0, 1.0
4632.0, 1.0, 27.1, 41.7, 85.3, 5.0, 1.0
4633.0, 1.0, 29.8, 37.7, 83.9, 5.0, 1.0
4634.0, 1.0, 9.3, 178.4, 79.1, 5.0, 1.0
4635.0, 1.0, 14.0, 118.1, 96.6, 5.0, 1.0
4636.0, 1.0, 15.0, 114.2, 99.8, 5.0, 1.0
4637.0, 1.0, 12.3, 66.5, 107.1, 5.0, 1.0
4638.0, 1.0, 26.1, 82.1, 87.8, 5.0, 1.0
4639.0, 1.0, 9.2, 87.5, 93.7, 5.0, 1.0
4640.0, 1.0, 8.0, 91.8, 96.7, 5.0, 1.0
4641.0, 1.0, 38.9, 93.4, 59.4, 5.0, 1.0
4642.0, 1.0, 40.1, 162.5, 44.2, 5.0, 1.0
4643.0, 1.0, 11.1, 71.2, 108.7, 5.0, 1.0
4644.0, 1.0, 23.7, 52.1, 81.6, 5.0, 1.0
4645.0, 1.0, 21.7, 52.1, 85.6, 5.0, 1.0
4646.0, 1.0, 24.1, 48.6, 84.3, 5.0, 1.0
4647.0, 1.0, 48.9, 57.0, 56.0, 5.0, 1.0
4648.0, 1.0, 48.5, 53.3, 57.1, 5.0, 1.0
4649.0, 1.0, 51.9, 50.6, 57.1, 5.0, 1.0
4650.0, 1.0, 66.0, 35.2, 61.6, 5.0, 1.0
4651.0, 1.0, 4.1, 162.4, 94.9, 5.0, 1.0
4652.0, 1.0, 17.1, 67.0, 83.3, 5.0, 1.0
4653.0, 1.0, 15.2, 71.2, 84.8, 5.0, 1.0
4654.0, 1.0, 15.7, 67.2, 87.4, 5.0, 1.0
4655.0, 1.0, 19.2, 91.3, 98.0, 5.0, 1.0
4656.0, 1.0, 39.7, 139.3, 40.4, 5.0, 1.0
4657.0, 1.0, 13.0, 98.2, 113.2, 5.0, 1.0
4658.0, 1.0, 34.6, 69.0, 80.5, 5.0, 1.0
4659.0, 1.0, 17.3, 46.6, 108.1, 5.0, 1.0
4660.0, 1.0, 33.3, 65.0, 79.0, 5.0, 1.0
4661.0, 1.0, 26.1, 48.7, 80.4, 5.0, 1.0
4662.0, 1.0, 45.6, 126.3, 45.7, 5.0, 1.0
4663.0, 1.0, 10.0, 136.6, 102.1, 5.0, 1.0
4664.0, 1.0, 38.1, 53.7, 71.7, 5.0, 1.0
4665.0, 1.0, 28.7, 60.6, 84.8, 5.0, 1.0
4666.0, 1.0, 22.4, 115.2, 63.0, 5.0, 1.0
4667.0, 1.0, 27.0, 115.4, 59.9, 5.0, 1.0
4668.0, 1.0, 1.0, 135.3, 111.4, 5.0, 1.0
4669.0, 1.0, 2.0, 136.1, 103.9, 5.0, 1.0
4670.0, 1.0, 17.9, 59.6, 88.6, 5.0, 1.0
4671.0, 1.0, 19.3, 59.2, 84.4, 5.0, 1.0
4672.0, 1.0, 17.4, 63.3, 86.0, 5.0, 1.0
4673.0, 1.0, 14.9, 57.6, 104.2, 5.0, 1.0
4674.0, 1.0, 30.3, 49.0, 73.1, 5.0, 1.0
4675.0, 1.0, 44.8, 134.6, 41.4, 5.0, 1.0
4676.0, 1.0, 46.8, 139.5, 39.3, 5.0, 1.0
4677.0, 1.0, 48.1, 156.8, 37.2, 5.0, 1.0
4678.0, 1.0, 10.1, 76.1, 110.4, 5.0, 1.0
4679.0, 1.0, 26.4, 45.2, 82.9, 5.0, 1.0
4680.0, 1.0, 23.3, 66.4, 70.6, 5.0, 1.0
4681.0, 1.0, 50.7, 46.8, 68.8, 5.0, 1.0
4682.0, 1.0, 21.1, 70.1, 71.9, 5.0, 1.0
4683.0, 1.0, 21.1, 156.3, 56.2, 5.0, 1.0
4684.0, 1.0, 12.5, 136.1, 58.3, 5.0, 1.0
4685.0, 1.0, 16.0, 50.8, 109.7, 5.0, 1.0
4686.0, 1.0, 11.0, 127.4, 88.4, 5.0, 1.0
4687.0, 1.0, 28.9, 145.2, 55.0, 5.0, 1.0
4688.0, 1.0, 33.6, 79.7, 55.4, 5.0, 1.0
4689.0, 1.0, 30.2, 83.5, 56.0, 5.0, 1.0
4690.0, 1.0, 9.1, 81.2, 112.3, 5.0, 1.0
4691.0, 1.0, 1.0, 139.3, 130.7, 5.0, 1.0
4692.0, 1.0, 11.0, 140.4, 96.8, 5.0, 1.0
4693.0, 1.0, 11.0, 134.3, 96.2, 5.0, 1.0
4694.0, 1.0, 52.0, 30.3, 65.4, 5.0, 1.0
4695.0, 1.0, 40.8, 89.2, 58.0, 5.0, 1.0
4696.0, 1.0, 36.8, 52.2, 74.5, 5.0, 1.0
4697.0, 1.0, 38.0, 39.7, 70.8, 5.0, 1.0
4698.0, 1.0, 35.6, 39.4, 73.8, 5.0, 1.0
4699.0, 1.0, 12.1, 161.5, 147.4, 5.0, 1.0
4700.0, 1.0, 9.2, 152.9, 147.8, 5.0, 1.0
4701.0, 1.0, 7.4, 160.4, 142.7, 5.0, 1.0
4702.0, 1.0, 27.8, 52.3, 74.1, 5.0, 1.0
4703.0, 1.0, 25.9, 66.4, 67.1, 5.0, 1.0
4704.0, 1.0, 10.4, 126.1, 81.9, 5.0, 1.0
4705.0, 1.0, 40.1, 151.6, 46.3, 5.0, 1.0
4706.0, 1.0, 21.1, 43.3, 97.9, 5.0, 1.0
4707.0, 1.0, 32.5, 51.8, 68.4, 5.0, 1.0
4708.0, 1.0, 2.0, 129.8, 107.3, 5.0, 1.0
4709.0, 1.0, 34.5, 73.6, 81.5, 5.0, 1.0
4710.0, 1.0, 8.4, 85.3, 108.8, 5.0, 1.0
4711.0, 1.0, 25.6, 52.1, 77.8, 5.0, 1.0
4712.0, 1.0, 28.6, 63.0, 65.8, 5.0, 1.0
4713.0, 1.0, 14.1, 174.2, 53.1, 5.0, 1.0
4714.0, 1.0, 39.2, 59.5, 69.3, 5.0, 1.0
4715.0, 1.0, 5.3, 136.8, 145.2, 5.0, 1.0
4716.0, 1.0, 12.1, 79.1, 88.6, 5.0, 1.0
4717.0, 1.0, 12.7, 74.7, 91.1, 5.0, 1.0
4718.0, 1.0, 16.3, 106.6, 100.2, 5.0, 1.0
4719.0, 1.0, 41.0, 151.7, 35.1, 5.0, 1.0
4720.0, 1.0, 45.5, 151.2, 34.9, 5.0, 1.0
4721.0, 1.0, 20.2, 52.3, 89.7, 5.0, 1.0
4722.0, 1.0, 22.2, 48.7, 88.1, 5.0, 1.0
4723.0, 1.0, 7.0, 156.4, 133.0, 5.0, 1.0
4724.0, 1.0, 10.4, 170.0, 64.2, 5.0, 1.0
4725.0, 1.0, 17.5, 90.5, 65.7, 5.0, 1.0
4726.0, 1.0, 25.4, 55.8, 75.2, 5.0, 1.0
4727.0, 1.0, 35.4, 111.2, 57.1, 5.0, 1.0
4728.0, 1.0, 37.2, 116.3, 55.8, 5.0, 1.0
4729.0, 1.0, 39.5, 111.9, 54.4, 5.0, 1.0
4730.0, 1.0, 1.0, 141.3, 115.7, 5.0, 1.0
4731.0, 1.0, 27.4, 210.2, 82.4, 5.0, 1.0
4732.0, 1.0, 26.8, 210.3, 76.0, 5.0, 1.0
4733.0, 1.0, 17.0, 106.8, 86.0, 5.0, 1.0
4734.0, 1.0, 12.9, 118.5, 101.9, 5.0, 1.0
4735.0, 1.0, 22.7, 149.4, 162.6, 5.0, 1.0
4736.0, 1.0, 21.0, 95.2, 59.1, 5.0, 1.0
4737.0, 1.0, 19.2, 63.0, 81.8, 5.0, 1.0
4738.0, 1.0, 19.0, 66.7, 79.0, 5.0, 1.0
4739.0, 1.0, 8.0, 175.4, 85.4, 5.0, 1.0
4740.0, 1.0, 37.5, 65.6, 72.5, 5.0, 1.0
4741.0, 1.0, 10.6, 175.6, 67.3, 5.0, 1.0
4742.0, 1.0, 9.1, 96.6, 84.4, 5.0, 1.0
4743.0, 1.0, 31.6, 101.8, 59.0, 5.0, 1.0
4744.0, 1.0, 24.6, 45.2, 86.7, 5.0, 1.0
4745.0, 1.0, 25.0, 41.6, 89.6, 5.0, 1.0
4746.0, 1.0, 27.2, 155.5, 39.0, 5.0, 1.0
4747.0, 1.0, 29.2, 158.6, 36.2, 5.0, 1.0
4748.0, 1.0, 23.4, 129.5, 60.9, 5.0, 1.0
4749.0, 1.0, 38.3, 99.7, 51.5, 5.0, 1.0
4750.0, 1.0, 31.9, 75.5, 85.1, 5.0, 1.0
4751.0, 1.0, 21.1, 62.9, 77.6, 5.0, 1.0
4752.0, 1.0, 21.3, 59.2, 80.3, 5.0, 1.0
4753.0, 1.0, 31.7, 115.7, 57.3, 5.0, 1.0
4754.0, 1.0, 54.4, 45.3, 68.5, 5.0, 1.0
4755.0, 1.0, 13.6, 61.9, 105.6, 5.0, 1.0
4756.0, 1.0, 42.2, 62.3, 57.0, 5.0, 1.0
4757.0, 1.0, 26.0, 125.1, 59.4, 5.0, 1.0
4758.0, 1.0, 28.5, 120.2, 57.8, 5.0, 1.0
4759.0, 1.0, 23.7, 196.6, 61.4, 5.0, 1.0
4760.0, 1.0, 42.2, 46.9, 73.4, 5.0, 1.0
4761.0, 1.0, 46.5, 71.7, 55.5, 5.0, 1.0
4762.0, 1.0, 48.0, 65.1, 57.8, 5.0, 1.0
4763.0, 1.0, 18.9, 70.4, 76.0, 5.0, 1.0
4764.0, 1.0, 40.0, 73.0, 55.0, 5.0, 1.0
4765.0, 1.0, 40.6, 40.3, 68.0, 5.0, 1.0
4766.0, 1.0, 37.9, 43.0, 68.7, 5.0, 1.0
4767.0, 1.0, 8.0, 94.2, 129.5, 5.0, 1.0
4768.0, 1.0, 27.2, 130.0, 57.1, 5.0, 1.0
4769.0, 1.0, 11.2, 128.3, 94.8, 5.0, 1.0
4770.0, 1.0, 36.9, 141.0, 40.2, 5.0, 1.0
4771.0, 1.0, 21.0, 66.5, 74.7, 5.0, 1.0
4772.0, 1.0, 25.8, 107.7, 53.0, 5.0, 1.0
4773.0, 1.0, 17.1, 97.7, 89.6, 5.0, 1.0
4774.0, 1.0, 1.0, 140.4, 123.2, 5.0, 1.0
4775.0, 1.0, 1.0, 148.4, 112.6, 5.0, 1.0
4776.0, 1.0, 17.1, 53.0, 98.3, 5.0, 1.0
4777.0, 1.0, 32.7, 156.4, 51.0, 5.0, 1.0
4778.0, 1.0, 24.6, 120.1, 61.7, 5.0, 1.0
4779.0, 1.0, 49.0, 32.4, 66.2, 5.0, 1.0
4780.0, 1.0, 37.8, 46.4, 66.5, 5.0, 1.0
4781.0, 1.0, 40.5, 43.7, 66.0, 5.0, 1.0
4782.0, 1.0, 51.8, 47.0, 58.2, 5.0, 1.0
4783.0, 1.0, 3.7, 112.3, 110.3, 5.0, 1.0
4784.0, 1.0, 36.0, 104.2, 51.0, 5.0, 1.0
4785.0, 1.0, 40.3, 97.7, 57.0, 5.0, 1.0
4786.0, 1.0, 43.3, 46.9, 62.2, 5.0, 1.0
4787.0, 1.0, 14.2, 60.9, 101.1, 5.0, 1.0
4788.0, 1.0, 45.5, 59.7, 56.4, 5.0, 1.0
4789.0, 1.0, 19.7, 55.7, 87.0, 5.0, 1.0
4790.0, 1.0, 18.1, 55.9, 91.2, 5.0, 1.0
4791.0, 1.0, 21.5, 55.6, 83.0, 5.0, 1.0
4792.0, 1.0, 33.3, 120.6, 55.6, 5.0, 1.0
4793.0, 1.0, 10.0, 77.1, 115.7, 5.0, 1.0
4794.0, 1.0, 16.1, 112.1, 88.2, 5.0, 1.0
4795.0, 1.0, 2.0, 130.1, 100.3, 5.0, 1.0
4796.0, 1.0, 12.6, 170.1, 94.7, 5.0, 1.0
4797.0, 1.0, 13.2, 163.6, 92.0, 5.0, 1.0
4798.0, 1.0, 23.1, 42.0, 93.9, 5.0, 1.0
4799.0, 1.0, 49.0, 53.4, 65.1, 5.0, 1.0
4800.0, 1.0, 34.1, 63.7, 74.6, 5.0, 1.0
4801.0, 1.0, 36.2, 61.5, 71.1, 5.0, 1.0
4802.0, 1.0, 17.0, 56.4, 95.5, 5.0, 1.0
4803.0, 1.0, 8.6, 127.1, 151.0, 5.0, 1.0
4804.0, 1.0, 15.0, 156.5, 152.0, 5.0, 1.0
4805.0, 1.0, 25.4, 208.0, 67.7, 5.0, 1.0
4806.0, 1.0, 16.1, 63.3, 90.1, 5.0, 1.0
4807.0, 1.0, 23.3, 55.6, 79.0, 5.0, 1.0
4808.0, 1.0, 33.5, 151.1, 37.3, 5.0, 1.0
4809.0, 1.0, 29.3, 151.6, 39.1, 5.0, 1.0
4810.0, 1.0, 14.0, 58.3, 108.7, 5.0, 1.0
4811.0, 1.0, 14.8, 54.9, 111.5, 5.0, 1.0
4812.0, 1.0, 7.0, 173.9, 92.7, 5.0, 1.0
4813.0, 1.0, 23.7, 205.8, 73.2, 5.0, 1.0
4814.0, 1.0, 33.4, 78.3, 81.5, 5.0, 1.0
4815.0, 1.0, 44.1, 161.2, 40.2, 5.0, 1.0
4816.0, 1.0, 9.0, 166.2, 69.2, 5.0, 1.0
4817.0, 1.0, 11.0, 138.3, 90.8, 5.0, 1.0
4818.0, 1.0, 35.2, 46.0, 69.4, 5.0, 1.0
4819.0, 1.0, 32.6, 49.0, 70.0, 5.0, 1.0
4820.0, 1.0, 43.3, 40.9, 65.5, 5.0, 1.0
4821.0, 1.0, 43.2, 37.6, 67.4, 5.0, 1.0
4822.0, 1.0, 42.7, 137.8, 40.4, 5.0, 1.0
4823.0, 1.0, 12.0, 172.6, 59.5, 5.0, 1.0
4824.0, 1.0, 5.0, 130.7, 82.1, 5.0, 1.0
4825.0, 1.0, 6.0, 125.5, 78.7, 5.0, 1.0
4826.0, 1.0, 2.0, 146.4, 135.4, 5.0, 1.0
4827.0, 1.0, 23.2, 59.3, 76.4, 5.0, 1.0
4828.0, 1.0, 14.0, 67.1, 95.2, 5.0, 1.0
4829.0, 1.0, 30.2, 110.9, 59.0, 5.0, 1.0
4830.0, 1.0, 10.8, 184.9, 112.6, 5.0, 1.0
4831.0, 1.0, 3.0, 118.0, 107.0, 5.0, 1.0
4832.0, 1.0, 7.7, 177.2, 115.4, 5.0, 1.0
4833.0, 1.0, 11.5, 87.3, 82.7, 5.0, 1.0
4834.0, 1.0, 11.4, 91.3, 79.2, 5.0, 1.0
4835.0, 1.0, 23.8, 103.6, 54.8, 5.0, 1.0
4836.0, 1.0, 22.2, 99.4, 56.9, 5.0, 1.0
4837.0, 1.0, 14.6, 82.6, 76.2, 5.0, 1.0
4838.0, 1.0, 4.7, 144.8, 143.1, 5.0, 1.0
4839.0, 1.0, 4.1, 153.2, 140.2, 5.0, 1.0
4840.0, 1.0, 2.0, 153.9, 132.0, 5.0, 1.0
4841.0, 1.0, 13.7, 75.0, 86.5, 5.0, 1.0
4842.0, 1.0, 15.0, 103.4, 105.7, 5.0, 1.0
4843.0, 1.0, 14.4, 55.5, 116.1, 5.0, 1.0
4844.0, 1.0, 36.6, 151.4, 36.1, 5.0, 1.0
4845.0, 1.0, 57.7, 39.4, 59.0, 5.0, 1.0
4846.0, 1.0, 13.7, 181.4, 100.0, 5.0, 1.0
4847.0, 1.0, 46.0, 41.6, 63.3, 5.0, 1.0
4848.0, 1.0, 36.9, 123.3, 46.4, 5.0, 1.0
4849.0, 1.0, 54.7, 41.4, 59.1, 5.0, 1.0
4850.0, 1.0, 22.5, 186.1, 62.9, 5.0, 1.0
4851.0, 1.0, 20.9, 184.0, 68.4, 5.0, 1.0
4852.0, 1.0, 7.0, 146.3, 135.3, 5.0, 1.0
4853.0, 1.0, 10.9, 144.4, 91.5, 5.0, 1.0
4854.0, 1.0, 27.8, 37.2, 88.4, 5.0, 1.0
4855.0, 1.0, 42.1, 155.9, 43.2, 5.0, 1.0
4856.0, 1.0, 15.8, 56.9, 99.7, 5.0, 1.0
4857.0, 1.0, 10.9, 147.5, 75.8, 5.0, 1.0
4858.0, 1.0, 48.9, 61.1, 56.6, 5.0, 1.0
4859.0, 1.0, 8.0, 160.1, 131.4, 5.0, 1.0
4860.0, 1.0, 12.0, 74.2, 95.6, 5.0, 1.0
4861.0, 1.0, 28.4, 120.5, 49.6, 5.0, 1.0
4862.0, 1.0, 35.7, 215.5, 105.5, 5.0, 1.0
4863.0, 1.0, 7.2, 114.6, 78.8, 5.0, 1.0
4864.0, 1.0, 10.8, 83.4, 90.7, 5.0, 1.0
4865.0, 1.0, 11.9, 83.2, 85.8, 5.0, 1.0
4866.0, 1.0, 29.6, 79.9, 84.5, 5.0, 1.0
4867.0, 1.0, 32.8, 34.6, 82.3, 5.0, 1.0
4868.0, 1.0, 6.0, 119.6, 81.7, 5.0, 1.0
4869.0, 1.0, 10.0, 147.8, 87.5, 5.0, 1.0
4870.0, 1.0, 8.0, 137.1, 123.5, 5.0, 1.0
4871.0, 1.0, 7.0, 143.4, 127.8, 5.0, 1.0
4872.0, 1.0, 45.8, 63.7, 55.4, 5.0, 1.0
4873.0, 1.0, 46.2, 67.8, 55.2, 5.0, 1.0
4874.0, 1.0, 42.6, 66.3, 56.0, 5.0, 1.0
4875.0, 1.0, 11.0, 72.5, 114.0, 5.0, 1.0
4876.0, 1.0, 10.3, 132.4, 90.1, 5.0, 1.0
4877.0, 1.0, 24.1, 162.6, 53.2, 5.0, 1.0
4878.0, 1.0, 10.1, 96.0, 80.4, 5.0, 1.0
4879.0, 1.0, 5.0, 124.5, 84.8, 5.0, 1.0
4880.0, 1.0, 15.2, 60.2, 96.8, 5.0, 1.0
4881.0, 1.0, 16.4, 59.8, 92.7, 5.0, 1.0
4882.0, 1.0, 15.1, 63.7, 94.1, 5.0, 1.0
4883.0, 1.0, 1.0, 147.2, 120.1, 5.0, 1.0
4884.0, 1.0, 11.6, 152.4, 79.2, 5.0, 1.0
4885.0, 1.0, 43.3, 44.1, 63.8, 5.0, 1.0
4886.0, 1.0, 8.8, 109.8, 76.2, 5.0, 1.0
4887.0, 1.0, 45.2, 45.9, 71.5, 5.0, 1.0
4888.0, 1.0, 48.2, 45.6, 70.1, 5.0, 1.0
4889.0, 1.0, 27.0, 156.3, 52.4, 5.0, 1.0
4890.0, 1.0, 9.0, 90.5, 132.1, 5.0, 1.0
4891.0, 1.0, 2.0, 121.5, 124.5, 5.0, 1.0
4892.0, 1.0, 44.4, 123.4, 48.9, 5.0, 1.0
4893.0, 1.0, 51.6, 26.3, 67.7, 5.0, 1.0
4894.0, 1.0, 12.8, 176.7, 104.2, 5.0, 1.0
4895.0, 1.0, 13.2, 70.5, 93.5, 5.0, 1.0
4896.0, 1.0, 36.0, 147.5, 38.0, 5.0, 1.0
4897.0, 1.0, 13.0, 83.0, 81.0, 5.0, 1.0
4898.0, 1.0, 6.0, 150.4, 129.8, 5.0, 1.0
4899.0, 1.0, 6.0, 147.2, 129.5, 5.0, 1.0
4900.0, 1.0, 35.0, 145.1, 39.4, 5.0, 1.0
4901.0, 1.0, 14.1, 71.0, 89.2, 5.0, 1.0
4902.0, 1.0, 4.1, 160.9, 135.7, 5.0, 1.0
4903.0, 1.0, 1.0, 146.9, 127.6, 5.0, 1.0
4904.0, 1.0, 22.4, 124.5, 63.2, 5.0, 1.0
4905.0, 1.0, 13.2, 79.0, 83.8, 5.0, 1.0
4906.0, 1.0, 4.7, 167.8, 124.5, 5.0, 1.0
4907.0, 1.0, 19.6, 103.5, 58.0, 5.0, 1.0
4908.0, 1.0, 43.7, 43.8, 73.9, 5.0, 1.0
4909.0, 1.0, 40.5, 37.1, 69.9, 5.0, 1.0
4910.0, 1.0, 13.2, 109.4, 109.7, 5.0, 1.0
4911.0, 1.0, 14.4, 110.0, 106.3, 5.0, 1.0
4912.0, 1.0, 8.0, 104.5, 83.6, 5.0, 1.0
4913.0, 1.0, 8.0, 137.4, 129.4, 5.0, 1.0
4914.0, 1.0, 13.0, 86.9, 77.8, 5.0, 1.0
4915.0, 1.0, 25.1, 95.7, 56.1, 5.0, 1.0
4916.0, 1.0, 54.8, 44.8, 58.1, 5.0, 1.0
4917.0, 1.0, 9.9, 133.9, 106.3, 5.0, 1.0
4918.0, 1.0, 10.1, 100.2, 76.9, 5.0, 1.0
4919.0, 1.0, 14.6, 67.1, 91.6, 5.0, 1.0
4920.0, 1.0, 13.1, 91.0, 74.5, 5.0, 1.0
4921.0, 1.0, 33.8, 153.7, 36.3, 5.0, 1.0
4922.0, 1.0, 68.0, 30.1, 60.0, 5.0, 1.0
4923.0, 1.0, 7.0, 156.3, 119.5, 5.0, 1.0
4924.0, 1.0, 6.9, 171.5, 88.9, 5.0, 1.0
4925.0, 1.0, 21.2, 107.8, 55.5, 5.0, 1.0
4926.0, 1.0, 13.6, 157.3, 82.5, 5.0, 1.0
4927.0, 1.0, 5.1, 118.7, 87.5, 5.0, 1.0
4928.0, 1.0, 33.6, 119.5, 48.1, 5.0, 1.0
4929.0, 1.0, 8.9, 104.6, 79.2, 5.0, 1.0
4930.0, 1.0, 9.0, 100.4, 81.9, 5.0, 1.0
4931.0, 1.0, 38.7, 89.5, 60.8, 5.0, 1.0
4932.0, 1.0, 11.6, 95.5, 75.4, 5.0, 1.0
4933.0, 1.0, 16.0, 49.0, 118.6, 5.0, 1.0
4934.0, 1.0, 12.0, 112.2, 112.0, 5.0, 1.0
4935.0, 1.0, 53.0, 39.8, 70.8, 5.0, 1.0
4936.0, 1.0, 25.7, 116.4, 51.5, 5.0, 1.0
4937.0, 1.0, 12.4, 66.4, 122.8, 5.0, 1.0
4938.0, 1.0, 10.0, 124.9, 117.1, 5.0, 1.0
4939.0, 1.0, 11.9, 69.2, 115.7, 5.0, 1.0
4940.0, 1.0, 66.3, 26.7, 61.0, 5.0, 1.0
4941.0, 1.0, 13.9, 114.2, 104.4, 5.0, 1.0
4942.0, 1.0, 23.4, 112.1, 53.4, 5.0, 1.0
4943.0, 1.0, 43.2, 34.3, 69.5, 5.0, 1.0
4944.0, 1.0, 15.2, 106.9, 104.3, 5.0, 1.0
4945.0, 1.0, 15.4, 182.3, 104.7, 5.0, 1.0
4946.0, 1.0, 7.0, 148.2, 137.0, 5.0, 1.0
4947.0, 1.0, 7.9, 101.2, 86.6, 5.0, 1.0
4948.0, 1.0, 5.9, 167.9, 91.7, 5.0, 1.0
4949.0, 1.0, 21.6, 88.6, 89.5, 5.0, 1.0
4950.0, 1.0, 12.2, 152.2, 73.8, 5.0, 1.0
4951.0, 1.0, 10.8, 181.8, 75.3, 5.0, 1.0
4952.0, 1.0, 12.0, 186.0, 72.7, 5.0, 1.0
4953.0, 1.0, 13.0, 63.5, 120.3, 5.0, 1.0
4954.0, 1.0, 10.7, 89.5, 141.0, 5.0, 1.0
4955.0, 1.0, 8.4, 106.7, 145.7, 5.0, 1.0
4956.0, 1.0, 15.7, 110.4, 102.0, 5.0, 1.0
4957.0, 1.0, 8.5, 101.8, 142.8, 5.0, 1.0
4958.0, 1.0, 10.0, 77.7, 120.3, 5.0, 1.0
4959.0, 1.0, 43.1, 70.3, 54.7, 5.0, 1.0
4960.0, 1.0, 58.0, 43.3, 64.8, 5.0, 1.0
4961.0, 1.0, 8.8, 131.5, 125.0, 5.0, 1.0
4962.0, 1.0, 15.6, 101.3, 103.6, 5.0, 1.0
4963.0, 1.0, 15.9, 104.0, 102.6, 5.0, 1.0
4964.0, 1.0, 24.0, 199.6, 59.2, 5.0, 1.0
4965.0, 1.0, 63.0, 28.7, 70.8, 5.0, 1.0
4966.0, 1.0, 9.4, 114.0, 152.0, 5.0, 1.0
4967.0, 1.0, 28.2, 168.6, 50.2, 5.0, 1.0
4968.0, 1.0, 10.0, 89.0, 136.3, 5.0, 1.0
4969.0, 1.0, 12.8, 113.3, 108.6, 5.0, 1.0
4970.0, 1.0, 61.2, 27.8, 70.0, 5.0, 1.0
4971.0, 1.0, 63.1, 26.1, 70.0, 5.0, 1.0
4972.0, 1.0, 63.0, 23.0, 70.0, 5.0, 1.0
4973.0, 1.0, 59.3, 24.8, 70.8, 5.0, 1.0
4974.0, 1.0, 57.8, 28.2, 70.4, 5.0, 1.0
4975.0, 1.0, 18.1, 42.0, 118.0, 5.0, 1.0
4976.0, 1.0, 223.9, 119.4, 96.8, 5.0, 1.0
4977.0, 1.0, 224.2, 120.8, 102.2, 5.0, 1.0
4978.0, 1.0, 142.2, 56.7, 194.3, 5.0, 1.0
4979.0, 1.0, 136.6, 55.2, 195.6, 5.0, 1.0
4980.0, 1.0, 138.8, 56.5, 198.3, 5.0, 1.0
4981.0, 1.0, 196.4, 155.5, 181.6, 5.0, 1.0
4982.0, 1.0, 156.5, 62.1, 184.4, 5.0, 1.0
4983.0, 1.0, 149.3, 57.4, 183.3, 5.0, 1.0
4984.0, 1.0, 151.5, 59.8, 188.4, 5.0, 1.0
4985.0, 1.0, 119.7, 94.2, 257.0, 5.0, 1.0
4986.0, 1.0, 127.1, 91.3, 255.3, 5.0, 1.0
4987.0, 1.0, 121.9, 86.1, 255.1, 5.0, 1.0
4988.0, 1.0, 218.8, 109.7, 75.7, 5.0, 1.0
4989.0, 1.0, 220.9, 114.0, 78.0, 5.0, 1.0
4990.0, 1.0, 220.2, 113.7, 74.4, 5.0, 1.0
4991.0, 1.0, 89.9, 92.1, 240.9, 5.0, 1.0
4992.0, 1.0, 87.0, 95.9, 239.4, 5.0, 1.0
4993.0, 1.0, 93.6, 93.6, 244.1, 5.0, 1.0
4994.0, 1.0, 149.0, 123.6, 244.0, 5.0, 1.0
4995.0, 1.0, 147.0, 113.7, 246.4, 5.0, 1.0
4996.0, 1.0, 141.5, 121.4, 248.0, 5.0, 1.0
