vertices,celtype,loc_x,loc_y,loc_z,state,tcounter
9143.0, 1.0, 38.1, 51.4, 159.0, 5.0, 1.0
9144.0, 1.0, 71.8, 17.2, 81.6, 5.0, 1.0
9145.0, 1.0, 93.3, 10.5, 77.5, 5.0, 1.0
9146.0, 1.0, 94.1, 10.9, 75.8, 5.0, 1.0
9147.0, 1.0, 96.4, 14.5, 96.3, 5.0, 1.0
9148.0, 1.0, 95.5, 13.0, 93.5, 5.0, 1.0
9149.0, 1.0, 117.0, 46.8, 103.8, 5.0, 1.0
9150.0, 1.0, 117.0, 44.3, 100.5, 5.0, 1.0
9151.0, 1.0, 117.0, 47.1, 99.9, 5.0, 1.0
9152.0, 1.0, 101.0, 19.9, 104.2, 5.0, 1.0
9153.0, 1.0, 104.0, 22.7, 105.1, 5.0, 1.0
9154.0, 1.0, 100.9, 21.4, 107.8, 5.0, 1.0
9155.0, 1.0, 23.9, 77.1, 157.2, 5.0, 1.0
9156.0, 1.0, 95.3, 11.7, 74.2, 5.0, 1.0
9157.0, 1.0, 96.9, 13.2, 74.9, 5.0, 1.0
9158.0, 1.0, 95.9, 12.2, 75.8, 5.0, 1.0
9159.0, 1.0, 22.9, 60.4, 100.9, 5.0, 1.0
9160.0, 1.0, 33.4, 65.6, 171.5, 5.0, 1.0
9161.0, 1.0, 32.8, 62.6, 166.2, 5.0, 1.0
9162.0, 1.0, 50.8, 22.5, 83.2, 5.0, 1.0
9163.0, 1.0, 22.6, 65.1, 131.4, 5.0, 1.0
9164.0, 1.0, 22.0, 66.8, 126.7, 5.0, 1.0
9165.0, 1.0, 22.0, 61.1, 127.3, 5.0, 1.0
9166.0, 1.0, 33.9, 106.2, 179.0, 5.0, 1.0
9167.0, 1.0, 112.3, 38.6, 119.1, 5.0, 1.0
9168.0, 1.0, 110.5, 39.3, 123.0, 5.0, 1.0
9169.0, 1.0, 108.7, 34.6, 119.6, 5.0, 1.0
9170.0, 1.0, 107.0, 51.1, 123.5, 5.0, 1.0
9171.0, 1.0, 19.5, 83.7, 133.1, 5.0, 1.0
9172.0, 1.0, 20.0, 82.7, 138.9, 5.0, 1.0
9173.0, 1.0, 18.9, 87.5, 136.6, 5.0, 1.0
9174.0, 1.0, 18.7, 84.5, 114.4, 5.0, 1.0
9175.0, 1.0, 30.7, 70.9, 171.6, 5.0, 1.0
9176.0, 1.0, 29.9, 67.4, 166.4, 5.0, 1.0
9177.0, 1.0, 62.0, 13.6, 97.2, 5.0, 1.0
9178.0, 1.0, 64.8, 14.0, 99.8, 5.0, 1.0
9179.0, 1.0, 61.1, 14.0, 101.6, 5.0, 1.0
9180.0, 1.0, 102.2, 20.6, 71.0, 5.0, 1.0
9181.0, 1.0, 102.6, 19.9, 70.9, 5.0, 1.0
9182.0, 1.0, 25.6, 60.2, 146.3, 5.0, 1.0
9183.0, 1.0, 27.0, 55.1, 147.3, 5.0, 1.0
9184.0, 1.0, 27.7, 58.9, 152.2, 5.0, 1.0
9185.0, 1.0, 96.2, 12.5, 72.9, 5.0, 1.0
9186.0, 1.0, 106.8, 24.1, 99.3, 5.0, 1.0
9187.0, 1.0, 103.7, 21.0, 99.0, 5.0, 1.0
9188.0, 1.0, 105.5, 22.0, 96.7, 5.0, 1.0
9189.0, 1.0, 70.3, 17.2, 79.0, 5.0, 1.0
9190.0, 1.0, 68.8, 14.5, 80.1, 5.0, 1.0
9191.0, 1.0, 96.7, 13.0, 85.1, 5.0, 1.0
9192.0, 1.0, 38.5, 20.0, 112.9, 5.0, 1.0
9193.0, 1.0, 34.5, 22.9, 111.8, 5.0, 1.0
9194.0, 1.0, 37.3, 21.6, 107.5, 5.0, 1.0
9195.0, 1.0, 38.0, 21.0, 117.6, 5.0, 1.0
9196.0, 1.0, 22.6, 99.0, 168.4, 5.0, 1.0
9197.0, 1.0, 39.6, 46.2, 159.1, 5.0, 1.0
9198.0, 1.0, 28.1, 50.2, 90.2, 5.0, 1.0
9199.0, 1.0, 29.6, 42.4, 145.6, 5.0, 1.0
9200.0, 1.0, 84.0, 10.4, 88.5, 5.0, 1.0
9201.0, 1.0, 80.9, 12.0, 88.5, 5.0, 1.0
9202.0, 1.0, 82.8, 11.0, 85.9, 5.0, 1.0
9203.0, 1.0, 71.3, 15.6, 87.6, 5.0, 1.0
9204.0, 1.0, 47.7, 32.3, 78.0, 5.0, 1.0
9205.0, 1.0, 50.9, 28.2, 77.4, 5.0, 1.0
9206.0, 1.0, 94.8, 11.3, 85.9, 5.0, 1.0
9207.0, 1.0, 96.4, 12.7, 87.7, 5.0, 1.0
9208.0, 1.0, 57.8, 16.0, 109.9, 5.0, 1.0
9209.0, 1.0, 54.9, 15.7, 106.3, 5.0, 1.0
9210.0, 1.0, 58.0, 14.8, 97.7, 5.0, 1.0
9211.0, 1.0, 89.4, 10.0, 74.6, 5.0, 1.0
9212.0, 1.0, 59.8, 21.3, 71.7, 5.0, 1.0
9213.0, 1.0, 20.5, 78.9, 134.6, 5.0, 1.0
9214.0, 1.0, 21.0, 80.7, 129.0, 5.0, 1.0
9215.0, 1.0, 21.9, 75.7, 130.0, 5.0, 1.0
9216.0, 1.0, 72.9, 18.3, 113.7, 5.0, 1.0
9217.0, 1.0, 69.6, 16.4, 111.1, 5.0, 1.0
9218.0, 1.0, 73.8, 16.7, 108.7, 5.0, 1.0
9219.0, 1.0, 43.9, 24.5, 91.3, 5.0, 1.0
9220.0, 1.0, 47.2, 23.2, 87.4, 5.0, 1.0
9221.0, 1.0, 90.8, 32.8, 129.6, 5.0, 1.0
9222.0, 1.0, 46.9, 18.0, 115.8, 5.0, 1.0
9223.0, 1.0, 50.8, 18.8, 118.9, 5.0, 1.0
9224.0, 1.0, 105.0, 22.5, 101.8, 5.0, 1.0
9225.0, 1.0, 71.2, 12.3, 75.0, 5.0, 1.0
9226.0, 1.0, 21.0, 47.8, 114.8, 5.0, 1.0
9227.0, 1.0, 20.0, 52.9, 114.9, 5.0, 1.0
9228.0, 1.0, 20.9, 50.7, 109.8, 5.0, 1.0
9229.0, 1.0, 89.3, 20.7, 112.3, 5.0, 1.0
9230.0, 1.0, 84.8, 21.9, 112.9, 5.0, 1.0
9231.0, 1.0, 86.1, 18.9, 109.5, 5.0, 1.0
9232.0, 1.0, 14.7, 90.7, 122.1, 5.0, 1.0
9233.0, 1.0, 14.4, 91.8, 117.2, 5.0, 1.0
9234.0, 1.0, 17.0, 88.0, 117.8, 5.0, 1.0
9235.0, 1.0, 31.8, 75.0, 176.3, 5.0, 1.0
9236.0, 1.0, 28.0, 76.8, 170.6, 5.0, 1.0
9237.0, 1.0, 93.2, 10.5, 74.3, 5.0, 1.0
9238.0, 1.0, 14.5, 97.0, 129.4, 5.0, 1.0
9239.0, 1.0, 16.0, 93.3, 131.3, 5.0, 1.0
9240.0, 1.0, 15.7, 97.0, 132.3, 5.0, 1.0
9241.0, 1.0, 114.1, 49.5, 101.6, 5.0, 1.0
9242.0, 1.0, 112.7, 48.6, 106.8, 5.0, 1.0
9243.0, 1.0, 102.1, 23.0, 71.2, 5.0, 1.0
9244.0, 1.0, 43.5, 33.5, 144.7, 5.0, 1.0
9245.0, 1.0, 42.9, 35.8, 149.6, 5.0, 1.0
9246.0, 1.0, 38.5, 35.6, 145.9, 5.0, 1.0
9247.0, 1.0, 91.9, 10.4, 89.9, 5.0, 1.0
9248.0, 1.0, 89.2, 10.0, 90.7, 5.0, 1.0
9249.0, 1.0, 89.6, 10.0, 87.4, 5.0, 1.0
9250.0, 1.0, 39.8, 56.1, 168.3, 5.0, 1.0
9251.0, 1.0, 83.0, 10.8, 76.2, 5.0, 1.0
9252.0, 1.0, 81.2, 11.1, 76.4, 5.0, 1.0
9253.0, 1.0, 42.2, 49.7, 162.8, 5.0, 1.0
9254.0, 1.0, 17.8, 86.6, 123.0, 5.0, 1.0
9255.0, 1.0, 102.4, 23.7, 72.5, 5.0, 1.0
9256.0, 1.0, 22.2, 56.3, 128.6, 5.0, 1.0
9257.0, 1.0, 19.9, 100.6, 146.2, 5.0, 1.0
9258.0, 1.0, 19.6, 101.7, 149.9, 5.0, 1.0
9259.0, 1.0, 27.8, 73.0, 165.9, 5.0, 1.0
9260.0, 1.0, 108.2, 31.6, 115.9, 5.0, 1.0
9261.0, 1.0, 110.1, 33.3, 113.2, 5.0, 1.0
9262.0, 1.0, 110.6, 36.0, 116.6, 5.0, 1.0
9263.0, 1.0, 57.2, 24.9, 72.4, 5.0, 1.0
9264.0, 1.0, 80.5, 11.8, 77.9, 5.0, 1.0
9265.0, 1.0, 82.3, 10.8, 77.7, 5.0, 1.0
9266.0, 1.0, 96.8, 13.1, 77.0, 5.0, 1.0
9267.0, 1.0, 100.1, 17.1, 73.3, 5.0, 1.0
9268.0, 1.0, 100.5, 17.5, 72.0, 5.0, 1.0
9269.0, 1.0, 102.5, 21.8, 76.1, 5.0, 1.0
9270.0, 1.0, 116.0, 41.1, 100.3, 5.0, 1.0
9271.0, 1.0, 115.1, 39.1, 102.4, 5.0, 1.0
9272.0, 1.0, 114.8, 38.3, 99.3, 5.0, 1.0
9273.0, 1.0, 38.0, 42.3, 154.8, 5.0, 1.0
9274.0, 1.0, 38.1, 38.3, 150.6, 5.0, 1.0
9275.0, 1.0, 42.4, 38.8, 154.1, 5.0, 1.0
9276.0, 1.0, 59.2, 14.9, 105.7, 5.0, 1.0
9277.0, 1.0, 56.0, 15.0, 101.4, 5.0, 1.0
9278.0, 1.0, 99.7, 16.0, 91.7, 5.0, 1.0
9279.0, 1.0, 97.6, 14.5, 92.8, 5.0, 1.0
9280.0, 1.0, 98.0, 14.3, 89.6, 5.0, 1.0
9281.0, 1.0, 58.1, 36.4, 149.1, 5.0, 1.0
9282.0, 1.0, 63.5, 35.7, 147.4, 5.0, 1.0
9283.0, 1.0, 79.2, 12.8, 91.7, 5.0, 1.0
9284.0, 1.0, 77.7, 13.6, 94.9, 5.0, 1.0
9285.0, 1.0, 75.9, 14.0, 91.6, 5.0, 1.0
9286.0, 1.0, 25.6, 49.2, 97.4, 5.0, 1.0
9287.0, 1.0, 23.4, 51.3, 101.0, 5.0, 1.0
9288.0, 1.0, 22.2, 45.6, 110.1, 5.0, 1.0
9289.0, 1.0, 22.7, 48.7, 105.1, 5.0, 1.0
9290.0, 1.0, 24.6, 44.0, 105.7, 5.0, 1.0
9291.0, 1.0, 69.9, 15.0, 106.8, 5.0, 1.0
9292.0, 1.0, 23.9, 41.0, 110.4, 5.0, 1.0
9293.0, 1.0, 99.1, 15.4, 71.5, 5.0, 1.0
9294.0, 1.0, 47.5, 37.0, 153.0, 5.0, 1.0
9295.0, 1.0, 35.6, 24.2, 120.5, 5.0, 1.0
9296.0, 1.0, 35.3, 22.6, 115.5, 5.0, 1.0
9297.0, 1.0, 60.7, 16.6, 113.4, 5.0, 1.0
9298.0, 1.0, 65.1, 16.2, 112.5, 5.0, 1.0
9299.0, 1.0, 64.1, 18.1, 116.4, 5.0, 1.0
9300.0, 1.0, 31.5, 29.9, 107.0, 5.0, 1.0
9301.0, 1.0, 28.9, 34.7, 106.6, 5.0, 1.0
9302.0, 1.0, 31.7, 33.0, 102.6, 5.0, 1.0
9303.0, 1.0, 25.9, 52.1, 93.5, 5.0, 1.0
9304.0, 1.0, 90.4, 18.2, 108.9, 5.0, 1.0
9305.0, 1.0, 106.6, 23.8, 92.1, 5.0, 1.0
9306.0, 1.0, 105.3, 21.6, 93.7, 5.0, 1.0
9307.0, 1.0, 105.0, 21.6, 90.2, 5.0, 1.0
9308.0, 1.0, 78.4, 45.0, 161.7, 5.0, 1.0
9309.0, 1.0, 65.4, 48.2, 177.5, 5.0, 1.0
9310.0, 1.0, 64.7, 48.6, 180.3, 5.0, 1.0
9311.0, 1.0, 61.7, 49.0, 179.1, 5.0, 1.0
9312.0, 1.0, 74.2, 46.3, 165.0, 5.0, 1.0
9313.0, 1.0, 34.3, 28.4, 102.9, 5.0, 1.0
9314.0, 1.0, 92.8, 14.3, 101.9, 5.0, 1.0
9315.0, 1.0, 107.7, 36.3, 124.3, 5.0, 1.0
9316.0, 1.0, 47.2, 24.2, 127.9, 5.0, 1.0
9317.0, 1.0, 43.4, 22.4, 124.8, 5.0, 1.0
9318.0, 1.0, 48.6, 21.3, 123.8, 5.0, 1.0
9319.0, 1.0, 95.9, 12.8, 90.6, 5.0, 1.0
9320.0, 1.0, 31.2, 85.8, 178.9, 5.0, 1.0
9321.0, 1.0, 19.7, 79.6, 115.5, 5.0, 1.0
9322.0, 1.0, 18.2, 80.1, 109.6, 5.0, 1.0
9323.0, 1.0, 19.0, 74.2, 113.2, 5.0, 1.0
9324.0, 1.0, 84.3, 10.0, 77.6, 5.0, 1.0
9325.0, 1.0, 83.6, 10.1, 79.4, 5.0, 1.0
9326.0, 1.0, 20.0, 97.6, 153.8, 5.0, 1.0
9327.0, 1.0, 20.0, 98.8, 150.6, 5.0, 1.0
9328.0, 1.0, 20.0, 94.8, 150.7, 5.0, 1.0
9329.0, 1.0, 68.3, 14.6, 88.2, 5.0, 1.0
9330.0, 1.0, 52.4, 23.6, 126.9, 5.0, 1.0
9331.0, 1.0, 53.9, 20.8, 122.6, 5.0, 1.0
9332.0, 1.0, 64.2, 48.3, 169.1, 5.0, 1.0
9333.0, 1.0, 65.4, 48.0, 164.3, 5.0, 1.0
9334.0, 1.0, 86.7, 10.0, 76.5, 5.0, 1.0
9335.0, 1.0, 87.0, 10.0, 88.2, 5.0, 1.0
9336.0, 1.0, 85.3, 10.0, 85.7, 5.0, 1.0
9337.0, 1.0, 101.8, 20.8, 71.6, 5.0, 1.0
9338.0, 1.0, 29.3, 80.9, 175.1, 5.0, 1.0
9339.0, 1.0, 41.8, 32.5, 86.3, 5.0, 1.0
9340.0, 1.0, 43.3, 36.7, 80.2, 5.0, 1.0
9341.0, 1.0, 45.6, 30.9, 82.6, 5.0, 1.0
9342.0, 1.0, 101.8, 19.3, 71.1, 5.0, 1.0
9343.0, 1.0, 110.9, 29.4, 95.1, 5.0, 1.0
9344.0, 1.0, 110.1, 29.2, 91.0, 5.0, 1.0
9345.0, 1.0, 112.1, 32.3, 93.0, 5.0, 1.0
9346.0, 1.0, 101.7, 18.0, 87.2, 5.0, 1.0
9347.0, 1.0, 100.0, 16.3, 85.6, 5.0, 1.0
9348.0, 1.0, 101.7, 18.0, 84.4, 5.0, 1.0
9349.0, 1.0, 102.9, 20.9, 102.1, 5.0, 1.0
9350.0, 1.0, 99.0, 16.8, 98.7, 5.0, 1.0
9351.0, 1.0, 96.2, 15.2, 100.4, 5.0, 1.0
9352.0, 1.0, 92.5, 10.2, 86.8, 5.0, 1.0
9353.0, 1.0, 70.1, 14.2, 95.5, 5.0, 1.0
9354.0, 1.0, 85.9, 10.0, 91.2, 5.0, 1.0
9355.0, 1.0, 82.6, 11.1, 91.5, 5.0, 1.0
9356.0, 1.0, 33.7, 40.8, 91.6, 5.0, 1.0
9357.0, 1.0, 25.5, 74.6, 160.6, 5.0, 1.0
9358.0, 1.0, 25.7, 78.6, 165.2, 5.0, 1.0
9359.0, 1.0, 23.9, 80.7, 159.9, 5.0, 1.0
9360.0, 1.0, 111.6, 32.6, 89.6, 5.0, 1.0
9361.0, 1.0, 26.4, 34.4, 124.0, 5.0, 1.0
9362.0, 1.0, 30.4, 31.1, 124.6, 5.0, 1.0
9363.0, 1.0, 29.0, 33.5, 128.8, 5.0, 1.0
9364.0, 1.0, 115.4, 40.6, 97.6, 5.0, 1.0
9365.0, 1.0, 100.1, 16.4, 83.0, 5.0, 1.0
9366.0, 1.0, 101.6, 18.0, 82.0, 5.0, 1.0
9367.0, 1.0, 83.0, 17.1, 106.5, 5.0, 1.0
9368.0, 1.0, 84.9, 14.9, 103.5, 5.0, 1.0
9369.0, 1.0, 87.6, 16.5, 106.1, 5.0, 1.0
9370.0, 1.0, 100.2, 16.5, 80.7, 5.0, 1.0
9371.0, 1.0, 29.5, 53.7, 152.2, 5.0, 1.0
9372.0, 1.0, 115.2, 43.2, 92.1, 5.0, 1.0
9373.0, 1.0, 99.9, 16.2, 88.5, 5.0, 1.0
9374.0, 1.0, 95.5, 16.3, 104.2, 5.0, 1.0
9375.0, 1.0, 98.6, 17.4, 102.4, 5.0, 1.0
9376.0, 1.0, 98.2, 18.7, 106.2, 5.0, 1.0
9377.0, 1.0, 21.0, 63.4, 122.8, 5.0, 1.0
9378.0, 1.0, 109.7, 30.2, 87.5, 5.0, 1.0
9379.0, 1.0, 107.9, 27.7, 85.5, 5.0, 1.0
9380.0, 1.0, 108.4, 29.9, 83.8, 5.0, 1.0
9381.0, 1.0, 81.6, 19.5, 110.2, 5.0, 1.0
9382.0, 1.0, 77.3, 19.2, 111.7, 5.0, 1.0
9383.0, 1.0, 113.2, 40.9, 87.1, 5.0, 1.0
9384.0, 1.0, 74.3, 15.0, 101.6, 5.0, 1.0
9385.0, 1.0, 48.1, 34.5, 148.3, 5.0, 1.0
9386.0, 1.0, 53.4, 34.0, 146.3, 5.0, 1.0
9387.0, 1.0, 52.8, 36.6, 151.1, 5.0, 1.0
9388.0, 1.0, 87.3, 11.5, 97.2, 5.0, 1.0
9389.0, 1.0, 83.6, 12.1, 97.8, 5.0, 1.0
9390.0, 1.0, 84.8, 11.0, 94.4, 5.0, 1.0
9391.0, 1.0, 91.4, 10.0, 82.3, 5.0, 1.0
9392.0, 1.0, 33.1, 80.9, 180.7, 5.0, 1.0
9393.0, 1.0, 88.0, 9.6, 85.4, 5.0, 1.0
9394.0, 1.0, 14.9, 93.3, 127.3, 5.0, 1.0
9395.0, 1.0, 101.7, 18.0, 90.2, 5.0, 1.0
9396.0, 1.0, 67.2, 44.0, 154.1, 5.0, 1.0
9397.0, 1.0, 103.4, 19.7, 91.9, 5.0, 1.0
9398.0, 1.0, 37.9, 34.2, 90.1, 5.0, 1.0
9399.0, 1.0, 36.2, 39.6, 88.5, 5.0, 1.0
9400.0, 1.0, 39.8, 38.3, 83.9, 5.0, 1.0
9401.0, 1.0, 102.5, 23.0, 73.4, 5.0, 1.0
9402.0, 1.0, 103.0, 23.7, 74.5, 5.0, 1.0
9403.0, 1.0, 99.0, 15.3, 79.4, 5.0, 1.0
9404.0, 1.0, 100.2, 16.7, 78.6, 5.0, 1.0
9405.0, 1.0, 59.5, 18.6, 117.4, 5.0, 1.0
9406.0, 1.0, 41.4, 18.8, 108.0, 5.0, 1.0
9407.0, 1.0, 99.3, 15.6, 75.6, 5.0, 1.0
9408.0, 1.0, 99.5, 15.8, 74.0, 5.0, 1.0
9409.0, 1.0, 22.6, 89.8, 164.0, 5.0, 1.0
9410.0, 1.0, 70.4, 14.6, 102.4, 5.0, 1.0
9411.0, 1.0, 67.1, 14.0, 104.7, 5.0, 1.0
9412.0, 1.0, 21.1, 73.7, 134.9, 5.0, 1.0
9413.0, 1.0, 31.1, 57.1, 156.6, 5.0, 1.0
9414.0, 1.0, 32.4, 59.7, 161.5, 5.0, 1.0
9415.0, 1.0, 29.1, 61.2, 157.6, 5.0, 1.0
9416.0, 1.0, 101.7, 18.0, 93.5, 5.0, 1.0
9417.0, 1.0, 34.7, 31.8, 98.6, 5.0, 1.0
9418.0, 1.0, 59.3, 32.8, 143.7, 5.0, 1.0
9419.0, 1.0, 57.2, 30.0, 139.0, 5.0, 1.0
9420.0, 1.0, 62.0, 30.1, 139.0, 5.0, 1.0
9421.0, 1.0, 80.6, 12.0, 82.8, 5.0, 1.0
9422.0, 1.0, 80.4, 11.9, 80.3, 5.0, 1.0
9423.0, 1.0, 82.5, 10.9, 81.5, 5.0, 1.0
9424.0, 1.0, 52.6, 28.7, 74.3, 5.0, 1.0
9425.0, 1.0, 73.0, 16.9, 83.5, 5.0, 1.0
9426.0, 1.0, 18.7, 102.5, 157.5, 5.0, 1.0
9427.0, 1.0, 19.4, 101.1, 153.9, 5.0, 1.0
9428.0, 1.0, 19.5, 99.8, 156.7, 5.0, 1.0
9429.0, 1.0, 88.2, 10.4, 93.9, 5.0, 1.0
9430.0, 1.0, 80.0, 12.0, 76.4, 5.0, 1.0
9431.0, 1.0, 99.1, 15.5, 77.4, 5.0, 1.0
9432.0, 1.0, 100.1, 16.9, 76.7, 5.0, 1.0
9433.0, 1.0, 31.7, 27.0, 111.5, 5.0, 1.0
9434.0, 1.0, 29.6, 29.7, 115.8, 5.0, 1.0
9435.0, 1.0, 29.0, 31.8, 110.9, 5.0, 1.0
9436.0, 1.0, 99.3, 16.4, 95.0, 5.0, 1.0
9437.0, 1.0, 59.2, 28.1, 134.2, 5.0, 1.0
9438.0, 1.0, 63.5, 28.4, 134.1, 5.0, 1.0
9439.0, 1.0, 112.8, 42.2, 120.7, 5.0, 1.0
9440.0, 1.0, 110.7, 45.7, 120.8, 5.0, 1.0
9441.0, 1.0, 109.8, 44.1, 124.3, 5.0, 1.0
9442.0, 1.0, 49.1, 32.3, 142.9, 5.0, 1.0
9443.0, 1.0, 54.2, 32.0, 142.2, 5.0, 1.0
9444.0, 1.0, 25.8, 63.4, 150.3, 5.0, 1.0
9445.0, 1.0, 26.2, 36.3, 110.5, 5.0, 1.0
9446.0, 1.0, 26.3, 39.4, 106.1, 5.0, 1.0
9447.0, 1.0, 103.1, 21.6, 79.4, 5.0, 1.0
9448.0, 1.0, 102.5, 19.8, 80.8, 5.0, 1.0
9449.0, 1.0, 102.0, 19.6, 78.8, 5.0, 1.0
9450.0, 1.0, 115.0, 46.6, 90.6, 5.0, 1.0
9451.0, 1.0, 115.1, 48.1, 92.2, 5.0, 1.0
9452.0, 1.0, 112.7, 32.3, 96.5, 5.0, 1.0
9453.0, 1.0, 101.2, 18.1, 79.8, 5.0, 1.0
9454.0, 1.0, 106.9, 25.8, 106.9, 5.0, 1.0
9455.0, 1.0, 106.6, 26.9, 110.8, 5.0, 1.0
9456.0, 1.0, 103.7, 24.1, 109.2, 5.0, 1.0
9457.0, 1.0, 99.7, 16.3, 71.9, 5.0, 1.0
9458.0, 1.0, 99.6, 15.9, 72.9, 5.0, 1.0
9459.0, 1.0, 18.0, 75.1, 108.0, 5.0, 1.0
9460.0, 1.0, 78.6, 24.9, 123.4, 5.0, 1.0
9461.0, 1.0, 74.0, 24.2, 125.6, 5.0, 1.0
9462.0, 1.0, 75.1, 22.4, 120.8, 5.0, 1.0
9463.0, 1.0, 73.9, 14.1, 95.1, 5.0, 1.0
9464.0, 1.0, 29.2, 37.6, 102.4, 5.0, 1.0
9465.0, 1.0, 32.9, 25.4, 116.4, 5.0, 1.0
9466.0, 1.0, 25.4, 36.9, 128.6, 5.0, 1.0
9467.0, 1.0, 81.3, 11.9, 94.8, 5.0, 1.0
9468.0, 1.0, 55.5, 18.6, 118.4, 5.0, 1.0
9469.0, 1.0, 100.1, 17.0, 75.0, 5.0, 1.0
9470.0, 1.0, 24.0, 68.3, 149.2, 5.0, 1.0
9471.0, 1.0, 24.0, 65.1, 145.3, 5.0, 1.0
9472.0, 1.0, 28.1, 32.2, 120.0, 5.0, 1.0
9473.0, 1.0, 81.9, 11.0, 79.3, 5.0, 1.0
9474.0, 1.0, 75.9, 16.0, 82.8, 5.0, 1.0
9475.0, 1.0, 77.8, 15.4, 80.4, 5.0, 1.0
9476.0, 1.0, 77.8, 14.5, 82.8, 5.0, 1.0
9477.0, 1.0, 19.0, 60.5, 110.3, 5.0, 1.0
9478.0, 1.0, 39.3, 33.0, 141.1, 5.0, 1.0
9479.0, 1.0, 67.4, 13.7, 83.0, 5.0, 1.0
9480.0, 1.0, 31.7, 28.2, 120.6, 5.0, 1.0
9481.0, 1.0, 20.0, 87.5, 148.0, 5.0, 1.0
9482.0, 1.0, 19.9, 89.7, 143.5, 5.0, 1.0
9483.0, 1.0, 20.0, 84.9, 143.7, 5.0, 1.0
9484.0, 1.0, 71.9, 15.0, 92.1, 5.0, 1.0
9485.0, 1.0, 109.6, 31.9, 85.2, 5.0, 1.0
9486.0, 1.0, 18.3, 99.2, 139.5, 5.0, 1.0
9487.0, 1.0, 16.3, 101.5, 136.3, 5.0, 1.0
9488.0, 1.0, 16.9, 97.9, 135.3, 5.0, 1.0
9489.0, 1.0, 38.0, 99.1, 184.6, 5.0, 1.0
9490.0, 1.0, 43.9, 21.7, 95.8, 5.0, 1.0
9491.0, 1.0, 58.8, 21.0, 121.2, 5.0, 1.0
9492.0, 1.0, 109.6, 27.1, 101.0, 5.0, 1.0
9493.0, 1.0, 111.6, 30.1, 102.4, 5.0, 1.0
9494.0, 1.0, 109.4, 27.7, 104.7, 5.0, 1.0
9495.0, 1.0, 18.5, 102.6, 142.4, 5.0, 1.0
9496.0, 1.0, 19.7, 98.5, 143.2, 5.0, 1.0
9497.0, 1.0, 59.7, 18.3, 74.0, 5.0, 1.0
9498.0, 1.0, 26.6, 33.7, 115.0, 5.0, 1.0
9499.0, 1.0, 36.1, 64.1, 175.2, 5.0, 1.0
9500.0, 1.0, 80.6, 12.0, 85.4, 5.0, 1.0
9501.0, 1.0, 35.4, 41.2, 151.3, 5.0, 1.0
9502.0, 1.0, 57.3, 23.8, 125.4, 5.0, 1.0
9503.0, 1.0, 102.3, 20.9, 77.6, 5.0, 1.0
9504.0, 1.0, 32.2, 43.2, 149.9, 5.0, 1.0
9505.0, 1.0, 31.7, 47.9, 152.1, 5.0, 1.0
9506.0, 1.0, 29.8, 46.0, 148.0, 5.0, 1.0
9507.0, 1.0, 21.3, 77.9, 148.3, 5.0, 1.0
9508.0, 1.0, 20.7, 80.0, 143.6, 5.0, 1.0
9509.0, 1.0, 21.0, 75.0, 144.1, 5.0, 1.0
9510.0, 1.0, 42.3, 25.5, 128.6, 5.0, 1.0
9511.0, 1.0, 111.4, 30.9, 106.0, 5.0, 1.0
9512.0, 1.0, 80.4, 21.7, 114.2, 5.0, 1.0
9513.0, 1.0, 51.6, 16.0, 107.3, 5.0, 1.0
9514.0, 1.0, 81.9, 29.3, 130.8, 5.0, 1.0
9515.0, 1.0, 77.7, 26.5, 128.5, 5.0, 1.0
9516.0, 1.0, 82.3, 27.7, 125.8, 5.0, 1.0
9517.0, 1.0, 34.6, 28.1, 125.1, 5.0, 1.0
9518.0, 1.0, 33.5, 52.5, 156.0, 5.0, 1.0
9519.0, 1.0, 15.2, 100.4, 132.9, 5.0, 1.0
9520.0, 1.0, 79.1, 13.5, 79.2, 5.0, 1.0
9521.0, 1.0, 79.2, 13.5, 76.9, 5.0, 1.0
9522.0, 1.0, 107.0, 51.9, 117.9, 5.0, 1.0
9523.0, 1.0, 108.2, 48.6, 118.9, 5.0, 1.0
9524.0, 1.0, 18.9, 92.1, 139.3, 5.0, 1.0
9525.0, 1.0, 17.9, 91.5, 135.1, 5.0, 1.0
9526.0, 1.0, 112.1, 38.1, 85.5, 5.0, 1.0
9527.0, 1.0, 111.1, 35.4, 85.1, 5.0, 1.0
9528.0, 1.0, 95.3, 11.6, 77.2, 5.0, 1.0
9529.0, 1.0, 21.0, 82.8, 147.9, 5.0, 1.0
9530.0, 1.0, 101.4, 18.4, 96.9, 5.0, 1.0
9531.0, 1.0, 116.5, 47.0, 108.7, 5.0, 1.0
9532.0, 1.0, 113.4, 47.9, 109.9, 5.0, 1.0
9533.0, 1.0, 43.8, 31.6, 140.1, 5.0, 1.0
9534.0, 1.0, 100.7, 18.2, 74.4, 5.0, 1.0
9535.0, 1.0, 52.0, 16.0, 103.3, 5.0, 1.0
9536.0, 1.0, 51.3, 16.2, 99.3, 5.0, 1.0
9537.0, 1.0, 22.4, 72.9, 148.8, 5.0, 1.0
9538.0, 1.0, 22.7, 70.1, 144.6, 5.0, 1.0
9539.0, 1.0, 67.9, 39.6, 149.9, 5.0, 1.0
9540.0, 1.0, 77.0, 17.4, 78.0, 5.0, 1.0
9541.0, 1.0, 78.5, 15.1, 78.0, 5.0, 1.0
